Character,Item,Position,PickRate,Timing,Count
Necrophos,Null Talisman,Semi Support,0.56,Early Game,1
Necrophos,Arcane Boots,Semi Support,0.44,Early Game,1
Necrophos,Magic Wand,Semi Support,0.44,Early Game,1
Necrophos,Wind Lace,Semi Support,0.33,Early Game,1
Necrophos,Ring of Basilius,Semi Support,0.33,Early Game,1
Necrophos,Bracer,Semi Support,0.22,Early Game,1
Necrophos,Blade Mail,Semi Support,0.11,Early Game,1
Necrophos,Boots of Travel,Semi Support,0.11,Early Game,1
Necrophos,Magic Wand,Semi Support,0.56,Mid Game,1
Necrophos,Blink Dagger,Semi Support,0.44,Mid Game,1
Necrophos,Boots of Travel,Semi Support,0.33,Mid Game,1
Necrophos,Aghanim's Shard,Semi Support,0.22,Mid Game,1
Necrophos,Radiance,Semi Support,0.22,Mid Game,1
Necrophos,Eternal Shroud,Semi Support,0.22,Mid Game,1
Necrophos,Guardian Greaves,Semi Support,0.22,Mid Game,1
Necrophos,Mekansm,Semi Support,0.22,Mid Game,1
Necrophos,Bracer,Semi Support,0.11,Mid Game,1
Necrophos,Glimmer Cape,Semi Support,0.11,Mid Game,1
Necrophos,Shiva's Guard,Semi Support,0.11,Mid Game,1
Necrophos,Veil of Discord,Semi Support,0.11,Mid Game,1
Necrophos,Blade Mail,Semi Support,0.11,Mid Game,1
Necrophos,Arcane Boots,Semi Support,0.11,Mid Game,1
Necrophos,Kaya,Semi Support,0.11,Mid Game,1
Necrophos,Kaya and Sange,Semi Support,0.11,Mid Game,1
Necrophos,Solar Crest,Semi Support,0.11,Mid Game,1
Necrophos,Pavise,Semi Support,0.11,Mid Game,1
Necrophos,Wind Lace,Semi Support,0.11,Mid Game,1
Necrophos,Pipe of Insight,Semi Support,0.11,Mid Game,1
Necrophos,Eul's Scepter of Divinity,Semi Support,0.11,Mid Game,1
Necrophos,Force Staff,Semi Support,0.11,Mid Game,1
Necrophos,Dagon,Semi Support,0.11,Mid Game,1
Necrophos,Dagon,Semi Support,0.11,Mid Game,1
Necrophos,Dagon,Semi Support,0.11,Mid Game,1
Necrophos,Aghanim's Shard,Semi Support,0.33,Late Game,1
Necrophos,Dagon,Semi Support,0.33,Late Game,1
Necrophos,Dagon,Semi Support,0.33,Late Game,1
Necrophos,Blink Dagger,Semi Support,0.33,Late Game,1
Necrophos,Shiva's Guard,Semi Support,0.33,Late Game,1
Necrophos,Iron Branch,Full Support,0.63,Start,1
Necrophos,Tango,Full Support,0.63,Start,1
Necrophos,Faerie Fire,Full Support,0.5,Start,1
Necrophos,Blood Grenade,Full Support,0.38,Start,1
Necrophos,Enchanted Mango,Full Support,0.38,Start,1
Necrophos,Observer Ward,Full Support,0.38,Start,1
Necrophos,Magic Wand,Full Support,0.25,Start,1
Necrophos,Observer and Sentry Wards,Full Support,0.25,Start,1
Necrophos,Sentry Ward,Full Support,0.25,Start,1
Necrophos,Circlet,Full Support,0.25,Start,1
Necrophos,Fluffy Hat,Full Support,0.13,Start,1
Necrophos,Magic Stick,Full Support,0.13,Start,1
Necrophos,Gloves of Haste,Full Support,0.13,Start,1
Necrophos,Boots of Speed,Full Support,0.88,Early Game,1
Necrophos,Magic Wand,Full Support,0.5,Early Game,1
Necrophos,Null Talisman,Full Support,0.25,Early Game,1
Necrophos,Hand of Midas,Full Support,0.25,Early Game,1
Necrophos,Bracer,Full Support,0.13,Early Game,1
Necrophos,Tranquil Boots,Full Support,0.13,Early Game,1
Necrophos,Wind Lace,Full Support,0.13,Early Game,1
Necrophos,Radiance,Full Support,0.5,Mid Game,1
Necrophos,Aghanim's Shard,Full Support,0.38,Mid Game,1
Necrophos,Boots of Travel,Full Support,0.25,Mid Game,1
Necrophos,Hand of Midas,Full Support,0.25,Mid Game,1
Necrophos,Arcane Boots,Full Support,0.25,Mid Game,1
Necrophos,Magic Wand,Full Support,0.13,Mid Game,1
Necrophos,Guardian Greaves,Full Support,0.13,Mid Game,1
Necrophos,Holy Locket,Full Support,0.13,Mid Game,1
Necrophos,Mekansm,Full Support,0.13,Mid Game,1
Necrophos,Tranquil Boots,Full Support,0.13,Mid Game,1
Necrophos,Veil of Discord,Full Support,0.13,Mid Game,1
Necrophos,Lotus Orb,Full Support,0.13,Mid Game,1
Necrophos,Force Staff,Full Support,0.13,Mid Game,1
Necrophos,Ring of Basilius,Full Support,0.13,Mid Game,1
Necrophos,Wind Lace,Full Support,0.13,Mid Game,1
Necrophos,Boots of Speed,Full Support,0.13,Mid Game,1
Necrophos,Pipe of Insight,Full Support,1.0,Late Game,1
Warlock,Magic Stick,Carry,1.0,Start,1
Warlock,Blood Grenade,Carry,0.67,Start,1
Warlock,Tango,Carry,0.67,Start,1
Warlock,Iron Branch,Carry,0.67,Start,1
Warlock,Faerie Fire,Carry,0.67,Start,1
Warlock,Sentry Ward,Carry,0.33,Start,1
Warlock,Slippers of Agility,Carry,0.33,Start,1
Warlock,Circlet,Carry,0.33,Start,1
Warlock,Enchanted Mango,Carry,0.33,Start,1
Warlock,Observer and Sentry Wards,Carry,0.33,Start,1
Warlock,Boots of Speed,Carry,1.0,Early Game,1
Warlock,Wind Lace,Carry,0.33,Early Game,1
Warlock,Maelstrom,Carry,0.33,Early Game,1
Warlock,Wraith Band,Carry,0.33,Early Game,1
Warlock,Power Treads,Carry,0.33,Early Game,1
Warlock,Magic Wand,Carry,0.33,Early Game,1
Warlock,Arcane Boots,Carry,0.33,Early Game,1
Warlock,Ring of Basilius,Carry,0.33,Early Game,1
Warlock,Hand of Midas,Carry,0.33,Mid Game,1
Warlock,Yasha,Carry,0.33,Mid Game,1
Warlock,Aghanim's Shard,Carry,0.33,Mid Game,1
Warlock,Solar Crest,Carry,0.33,Mid Game,1
Warlock,Pavise,Carry,0.33,Mid Game,1
Warlock,Ghost Scepter,Carry,0.33,Mid Game,1
Warlock,Wind Lace,Carry,0.33,Mid Game,1
Warlock,Aghanim's Scepter,Carry,1.0,Late Game,1
Warlock,Iron Branch,Mid,1.0,Start,1
Warlock,Tango,Mid,0.8,Start,1
Warlock,Circlet,Mid,0.4,Start,1
Warlock,Mantle of Intelligence,Mid,0.4,Start,1
Warlock,Observer Ward,Mid,0.4,Start,1
Warlock,Faerie Fire,Mid,0.4,Start,1
Warlock,Boots of Speed,Mid,1.0,Early Game,1
Warlock,Magic Wand,Mid,0.8,Early Game,1
Warlock,Bottle,Mid,0.8,Early Game,1
Warlock,Null Talisman,Mid,0.6,Early Game,1
Warlock,Urn of Shadows,Mid,0.4,Early Game,1
Warlock,Hand of Midas,Mid,0.2,Early Game,1
Warlock,Solar Crest,Mid,0.2,Early Game,1
Warlock,Pavise,Mid,0.2,Early Game,1
Warlock,Soul Ring,Mid,0.2,Early Game,1
Warlock,Boots of Travel,Mid,0.6,Mid Game,1
Warlock,Aghanim's Scepter,Mid,0.6,Mid Game,1
Warlock,Spirit Vessel,Mid,0.4,Mid Game,1
Warlock,Octarine Core,Mid,0.4,Mid Game,1
Warlock,Meteor Hammer,Mid,0.2,Mid Game,1
Warlock,Aghanim's Shard,Mid,0.2,Mid Game,1
Warlock,Blink Dagger,Mid,0.2,Mid Game,1
Warlock,Ghost Scepter,Mid,0.2,Mid Game,1
Warlock,Arcane Boots,Mid,0.2,Mid Game,1
Warlock,Aether Lens,Mid,0.2,Mid Game,1
Warlock,Tango,Off Lane,0.75,Start,1
Warlock,Iron Branch,Off Lane,0.25,Start,1
Warlock,Circlet,Off Lane,0.25,Start,1
Warlock,Mantle of Intelligence,Off Lane,0.25,Start,1
Warlock,Magic Stick,Off Lane,0.25,Start,1
Warlock,Boots of Speed,Off Lane,0.25,Start,1
Warlock,Gloves of Haste,Off Lane,0.25,Start,1
Warlock,Null Talisman,Off Lane,0.25,Start,1
Warlock,Hand of Midas,Off Lane,0.75,Early Game,1
Warlock,Boots of Speed,Off Lane,0.75,Early Game,1
Warlock,Magic Wand,Off Lane,0.5,Early Game,1
Warlock,Null Talisman,Off Lane,0.5,Early Game,1
Warlock,Arcane Boots,Off Lane,0.5,Early Game,1
Warlock,Ring of Basilius,Off Lane,0.5,Early Game,1
Warlock,Aghanim's Scepter,Off Lane,1.0,Mid Game,1
Warlock,Aghanim's Shard,Off Lane,0.5,Mid Game,1
Warlock,Tiara of Selemene,Off Lane,0.5,Mid Game,1
Warlock,Boots of Travel,Off Lane,0.5,Mid Game,1
Warlock,Ghost Scepter,Off Lane,0.5,Mid Game,1
Warlock,Hand of Midas,Off Lane,0.25,Mid Game,1
Warlock,Heart of Tarrasque,Off Lane,0.25,Mid Game,1
Warlock,Octarine Core,Off Lane,0.25,Mid Game,1
Warlock,Refresher Orb,Off Lane,0.25,Mid Game,1
Warlock,Refresher Orb,Off Lane,1.0,Late Game,1
Warlock,Blood Grenade,Semi Support,0.98,Start,1
Warlock,Tango,Semi Support,0.74,Start,1
Warlock,Sentry Ward,Semi Support,0.63,Start,1
Warlock,Observer and Sentry Wards,Semi Support,0.54,Start,1
Warlock,Magic Stick,Semi Support,0.48,Start,1
Warlock,Iron Branch,Semi Support,0.41,Start,2
Warlock,Ring of Basilius,Semi Support,0.26,Start,1
Warlock,Enchanted Mango,Semi Support,0.2,Start,1
Warlock,Clarity,Semi Support,0.15,Start,1
Warlock,Sage's Mask,Semi Support,0.13,Start,1
Warlock,Faerie Fire,Semi Support,0.11,Start,1
Warlock,Ring of Basilius,Semi Support,0.58,Early Game,1
Warlock,Boots of Speed,Semi Support,0.64,Early Game,1
Warlock,Magic Wand,Semi Support,0.41,Early Game,1
Warlock,Arcane Boots,Semi Support,0.62,Early Game,1
Warlock,Wind Lace,Semi Support,0.29,Early Game,1
Warlock,Hand of Midas,Semi Support,0.16,Mid Game,1
Warlock,Pavise,Semi Support,0.21,Mid Game,1
Warlock,Glimmer Cape,Semi Support,0.79,Mid Game,1
Warlock,Solar Crest,Semi Support,0.26,Mid Game,1
Warlock,Force Staff,Semi Support,0.26,Mid Game,1
Warlock,Aghanim's Shard,Semi Support,0.41,Mid Game,1
Warlock,Aether Lens,Semi Support,0.48,Mid Game,1
Warlock,Blink Dagger,Semi Support,0.17,Mid Game,1
Warlock,Aghanim's Scepter,Semi Support,0.26,Mid Game,1
Warlock,Tiara of Selemene,Semi Support,0.12,Mid Game,1
Warlock,Ghost Scepter,Semi Support,0.17,Mid Game,1
Warlock,Boots of Bearing,Semi Support,0.2,Mid Game,1
Warlock,Octarine Core,Semi Support,0.43,Late Game,1
Warlock,Aeon Disk,Semi Support,0.13,Late Game,1
Warlock,Vladmir's Offering,Semi Support,0.13,Late Game,1
Warlock,Refresher Orb,Semi Support,0.13,Late Game,1
Warlock,Ethereal Blade,Semi Support,1.0,Late Game,1
Warlock,Boots of Travel,Semi Support,1.0,Late Game,1
Beastmaster,Tango,Carry,0.65,Start,1
Beastmaster,Iron Branch,Carry,0.52,Start,3
Beastmaster,Magic Stick,Carry,0.48,Start,1
Beastmaster,Circlet,Carry,0.43,Start,1
Beastmaster,Quelling Blade,Carry,0.35,Start,1
Beastmaster,Magic Wand,Carry,0.3,Start,1
Beastmaster,Iron Branch,Carry,0.26,Start,2
Beastmaster,Circlet,Carry,0.17,Start,2
Beastmaster,Iron Branch,Carry,0.17,Start,1
Beastmaster,Ring of Basilius,Carry,0.33,Early Game,1
Beastmaster,Boots of Speed,Carry,0.73,Early Game,1
Beastmaster,Magic Wand,Carry,0.38,Early Game,1
Beastmaster,Null Talisman,Carry,0.21,Early Game,1
Beastmaster,Arcane Boots,Carry,0.52,Early Game,1
Beastmaster,Power Treads,Carry,0.31,Early Game,1
Beastmaster,Aghanim's Scepter,Carry,0.98,Mid Game,1
Beastmaster,Blink Dagger,Carry,0.66,Mid Game,1
Beastmaster,Veil of Discord,Carry,0.5,Mid Game,1
Beastmaster,Black King Bar,Carry,0.92,Mid Game,1
Beastmaster,Aghanim's Shard,Carry,0.36,Mid Game,1
Beastmaster,Shiva's Guard,Carry,0.6,Mid Game,1
Beastmaster,Tiara of Selemene,Carry,0.2,Mid Game,1
Beastmaster,Assault Cuirass,Carry,0.33,Mid Game,1
Beastmaster,Dagon,Carry,0.11,Mid Game,1
Beastmaster,Refresher Orb,Carry,0.6,Mid Game,1
Beastmaster,Dagon,Carry,0.14,Mid Game,1
Beastmaster,Hurricane Pike,Carry,0.14,Mid Game,1
Beastmaster,Orchid Malevolence,Carry,0.2,Late Game,1
Beastmaster,Swift Blink,Carry,0.5,Late Game,1
Beastmaster,Boots of Travel,Carry,1.0,Late Game,1
Beastmaster,Boots of Travel 2,Carry,1.0,Late Game,1
Beastmaster,Tango,Mid,0.89,Start,1
Beastmaster,Observer Ward,Mid,0.53,Start,1
Beastmaster,Iron Branch,Mid,0.43,Start,4
Beastmaster,Iron Branch,Mid,0.31,Start,3
Beastmaster,Faerie Fire,Mid,0.18,Start,1
Beastmaster,Quelling Blade,Mid,0.18,Start,1
Beastmaster,Circlet,Mid,0.16,Start,1
Beastmaster,Iron Branch,Mid,0.15,Start,5
Beastmaster,Blood Grenade,Mid,0.12,Start,1
Beastmaster,Bottle,Mid,0.81,Early Game,1
Beastmaster,Ring of Basilius,Mid,0.39,Early Game,1
Beastmaster,Boots of Speed,Mid,0.93,Early Game,1
Beastmaster,Null Talisman,Mid,0.27,Early Game,1
Beastmaster,Magic Wand,Mid,0.73,Early Game,1
Beastmaster,Arcane Boots,Mid,0.55,Early Game,1
Beastmaster,Power Treads,Mid,0.33,Early Game,1
Beastmaster,Wind Lace,Mid,0.15,Early Game,1
Beastmaster,Aghanim's Scepter,Mid,0.93,Mid Game,1
Beastmaster,Helm of Iron Will,Mid,0.12,Mid Game,1
Beastmaster,Blink Dagger,Mid,0.85,Mid Game,1
Beastmaster,Black King Bar,Mid,0.88,Mid Game,1
Beastmaster,Aghanim's Shard,Mid,0.13,Mid Game,1
Beastmaster,Orchid Malevolence,Mid,0.23,Mid Game,1
Beastmaster,Veil of Discord,Mid,0.36,Mid Game,1
Beastmaster,Shiva's Guard,Mid,0.37,Mid Game,1
Beastmaster,Nullifier,Mid,0.13,Mid Game,1
Beastmaster,Shadow Blade,Mid,0.17,Mid Game,1
Beastmaster,Refresher Orb,Mid,0.38,Mid Game,1
Beastmaster,Bloodthorn,Mid,0.35,Mid Game,1
Beastmaster,Lotus Orb,Mid,0.67,Late Game,1
Beastmaster,Magic Wand,Semi Support,0.67,Start,1
Beastmaster,Iron Branch,Semi Support,0.56,Start,3
Beastmaster,Tango,Semi Support,0.28,Start,1
Beastmaster,Magic Stick,Semi Support,0.17,Start,1
Beastmaster,Iron Branch,Semi Support,0.11,Start,2
Beastmaster,Iron Branch,Semi Support,0.11,Start,1
Beastmaster,Observer Ward,Semi Support,0.11,Start,1
Beastmaster,Magic Wand,Semi Support,0.71,Early Game,1
Beastmaster,Null Talisman,Semi Support,0.17,Early Game,1
Beastmaster,Ring of Basilius,Semi Support,0.38,Early Game,1
Beastmaster,Boots of Speed,Semi Support,0.79,Early Game,1
Beastmaster,Power Treads,Semi Support,0.13,Early Game,1
Beastmaster,Arcane Boots,Semi Support,0.54,Early Game,1
Beastmaster,Helm of Iron Will,Semi Support,0.17,Early Game,1
Beastmaster,Wind Lace,Semi Support,0.21,Early Game,1
Beastmaster,Helm of the Dominator,Semi Support,0.17,Early Game,1
Beastmaster,Aghanim's Scepter,Semi Support,0.58,Mid Game,1
Beastmaster,Blink Dagger,Semi Support,0.58,Mid Game,1
Beastmaster,Aghanim's Shard,Semi Support,0.5,Mid Game,1
Beastmaster,Black King Bar,Semi Support,0.7,Mid Game,1
Beastmaster,Boots of Bearing,Semi Support,0.25,Mid Game,1
Beastmaster,Veil of Discord,Semi Support,0.25,Mid Game,1
Beastmaster,Guardian Greaves,Semi Support,0.13,Mid Game,1
Beastmaster,Butterfly,Semi Support,0.13,Mid Game,1
Beastmaster,Shiva's Guard,Semi Support,0.33,Mid Game,1
Beastmaster,Assault Cuirass,Semi Support,0.13,Mid Game,1
Beastmaster,Tiara of Selemene,Semi Support,0.2,Late Game,1
Beastmaster,Linken's Sphere,Semi Support,0.2,Late Game,1
Beastmaster,Vladmir's Offering,Semi Support,0.25,Late Game,1
Beastmaster,Tango,Full Support,0.73,Start,1
Beastmaster,Magic Stick,Full Support,0.67,Start,1
Beastmaster,Blood Grenade,Full Support,0.6,Start,1
Beastmaster,Iron Branch,Full Support,0.6,Start,1
Beastmaster,Faerie Fire,Full Support,0.53,Start,1
Beastmaster,Sentry Ward,Full Support,0.53,Start,1
Beastmaster,Enchanted Mango,Full Support,0.2,Start,1
Beastmaster,Circlet,Full Support,0.2,Start,1
Beastmaster,Observer and Sentry Wards,Full Support,0.2,Start,1
Beastmaster,Orb of Venom,Full Support,0.13,Start,1
Beastmaster,Magic Wand,Full Support,0.13,Start,1
Beastmaster,Magic Wand,Full Support,0.73,Early Game,1
Beastmaster,Boots of Speed,Full Support,0.4,Early Game,1
Beastmaster,Helm of Iron Will,Full Support,0.27,Early Game,1
Beastmaster,Ring of Basilius,Full Support,0.27,Early Game,1
Beastmaster,Null Talisman,Full Support,0.2,Early Game,1
Beastmaster,Helm of the Dominator,Full Support,0.2,Early Game,1
Beastmaster,Power Treads,Full Support,0.13,Early Game,1
Beastmaster,Arcane Boots,Full Support,0.13,Early Game,1
Beastmaster,Wind Lace,Full Support,0.13,Early Game,1
Beastmaster,Bracer,Full Support,0.13,Early Game,1
Beastmaster,Tranquil Boots,Full Support,0.33,Mid Game,1
Beastmaster,Drum of Endurance,Full Support,0.27,Mid Game,1
Beastmaster,Aghanim's Shard,Full Support,0.27,Mid Game,1
Beastmaster,Blink Dagger,Full Support,0.27,Mid Game,1
Beastmaster,Helm of the Dominator,Full Support,0.2,Mid Game,1
Beastmaster,Helm of the Overlord,Full Support,0.2,Mid Game,1
Beastmaster,Helm of Iron Will,Full Support,0.2,Mid Game,1
Beastmaster,Aghanim's Scepter,Full Support,0.2,Mid Game,1
Beastmaster,Black King Bar,Full Support,0.2,Mid Game,1
Beastmaster,Wind Lace,Full Support,0.2,Mid Game,1
Beastmaster,Boots of Bearing,Full Support,0.13,Mid Game,1
Beastmaster,Boots of Speed,Full Support,0.13,Mid Game,1
Beastmaster,Vladmir's Offering,Full Support,0.13,Mid Game,1
Beastmaster,Pipe of Insight,Full Support,0.13,Mid Game,1
Beastmaster,Glimmer Cape,Full Support,0.5,Late Game,1
Beastmaster,Dagon,Full Support,0.5,Late Game,1
Queen Of Pain,Iron Branch,Carry,0.94,Start,1
Queen Of Pain,Tango,Carry,0.81,Start,1
Queen Of Pain,Circlet,Carry,0.77,Start,1
Queen Of Pain,Mantle of Intelligence,Carry,0.32,Start,1
Queen Of Pain,Magic Stick,Carry,0.19,Start,1
Queen Of Pain,Magic Wand,Carry,0.16,Start,1
Queen Of Pain,Null Talisman,Carry,0.97,Early Game,1
Queen Of Pain,Power Treads,Carry,0.72,Early Game,1
Queen Of Pain,Magic Wand,Carry,0.66,Early Game,1
Queen Of Pain,Boots of Speed,Carry,0.66,Early Game,1
Queen Of Pain,Dagon,Carry,0.19,Early Game,1
Queen Of Pain,Bottle,Carry,0.13,Early Game,1
Queen Of Pain,Kaya,Carry,0.53,Mid Game,1
Queen Of Pain,Dagon,Carry,0.25,Mid Game,1
Queen Of Pain,Kaya and Sange,Carry,0.25,Mid Game,1
Queen Of Pain,Aghanim's Scepter,Carry,0.25,Mid Game,1
Queen Of Pain,Linken's Sphere,Carry,0.22,Mid Game,1
Queen Of Pain,Witch Blade,Carry,0.22,Mid Game,1
Queen Of Pain,Aghanim's Shard,Carry,0.22,Mid Game,1
Queen Of Pain,Parasma,Carry,0.19,Mid Game,1
Queen Of Pain,Orchid Malevolence,Carry,0.16,Mid Game,1
Queen Of Pain,Yasha,Carry,0.16,Mid Game,1
Queen Of Pain,Veil of Discord,Carry,0.16,Mid Game,1
Queen Of Pain,Maelstrom,Carry,0.13,Mid Game,1
Queen Of Pain,Manta Style,Carry,0.13,Mid Game,1
Queen Of Pain,Eul's Scepter of Divinity,Carry,0.13,Mid Game,1
Queen Of Pain,Black King Bar,Carry,0.13,Mid Game,1
Queen Of Pain,Shiva's Guard,Carry,0.13,Mid Game,1
Queen Of Pain,Black King Bar,Carry,0.3,Late Game,1
Queen Of Pain,Yasha and Kaya,Carry,0.2,Late Game,1
Queen Of Pain,Octarine Core,Carry,0.1,Late Game,1
Queen Of Pain,Bloodthorn,Carry,0.1,Late Game,1
Queen Of Pain,Hurricane Pike,Carry,0.1,Late Game,1
Queen Of Pain,Linken's Sphere,Carry,0.1,Late Game,1
Queen Of Pain,Aghanim's Shard,Carry,0.1,Late Game,1
Queen Of Pain,Ethereal Blade,Carry,0.1,Late Game,1
Queen Of Pain,Wind Waker,Carry,0.1,Late Game,1
Queen Of Pain,Aghanim's Scepter,Carry,0.1,Late Game,1
Queen Of Pain,Ghost Scepter,Carry,0.1,Late Game,1
Queen Of Pain,Scythe of Vyse,Carry,0.1,Late Game,1
Queen Of Pain,Tiara of Selemene,Carry,0.1,Late Game,1
Queen Of Pain,Tango,Off Lane,0.85,Start,1
Queen Of Pain,Circlet,Off Lane,0.42,Start,1
Queen Of Pain,Faerie Fire,Off Lane,0.37,Start,1
Queen Of Pain,Magic Stick,Off Lane,0.35,Start,1
Queen Of Pain,Iron Branch,Off Lane,0.35,Start,2
Queen Of Pain,Iron Branch,Off Lane,0.34,Start,3
Queen Of Pain,Circlet,Off Lane,0.25,Start,2
Queen Of Pain,Iron Branch,Off Lane,0.18,Start,4
Queen Of Pain,Observer Ward,Off Lane,0.17,Start,1
Queen Of Pain,Mantle of Intelligence,Off Lane,0.15,Start,1
Queen Of Pain,Null Talisman,Off Lane,0.49,Early Game,1
Queen Of Pain,Bottle,Off Lane,0.1,Early Game,1
Queen Of Pain,Null Talisman,Off Lane,0.38,Early Game,2
Queen Of Pain,Urn of Shadows,Off Lane,0.13,Early Game,1
Queen Of Pain,Magic Wand,Off Lane,0.84,Early Game,1
Queen Of Pain,Boots of Speed,Off Lane,0.47,Early Game,1
Queen Of Pain,Power Treads,Off Lane,0.31,Early Game,1
Queen Of Pain,Spirit Vessel,Off Lane,0.13,Early Game,1
Queen Of Pain,Dagon,Off Lane,0.85,Mid Game,1
Queen Of Pain,Arcane Boots,Off Lane,0.11,Mid Game,1
Queen Of Pain,Wind Lace,Off Lane,0.2,Mid Game,1
Queen Of Pain,Kaya,Off Lane,0.69,Mid Game,1
Queen Of Pain,Dagon,Off Lane,0.35,Mid Game,1
Queen Of Pain,Aghanim's Shard,Off Lane,0.28,Mid Game,1
Queen Of Pain,Veil of Discord,Off Lane,0.11,Mid Game,1
Queen Of Pain,Dagon,Off Lane,0.31,Mid Game,1
Queen Of Pain,Eul's Scepter of Divinity,Off Lane,0.39,Mid Game,1
Queen Of Pain,Dagon,Off Lane,0.33,Mid Game,1
Queen Of Pain,Aghanim's Scepter,Off Lane,0.43,Mid Game,1
Queen Of Pain,Kaya and Sange,Off Lane,0.65,Mid Game,1
Queen Of Pain,Dagon,Off Lane,0.39,Mid Game,1
Queen Of Pain,Linken's Sphere,Off Lane,0.26,Mid Game,1
Queen Of Pain,Yasha and Kaya,Off Lane,0.17,Mid Game,1
Queen Of Pain,Boots of Travel,Off Lane,0.3,Mid Game,1
Queen Of Pain,Black King Bar,Off Lane,0.29,Mid Game,1
Queen Of Pain,Octarine Core,Off Lane,0.4,Mid Game,1
Queen Of Pain,Scythe of Vyse,Off Lane,0.14,Late Game,1
Queen Of Pain,Wind Waker,Off Lane,1.0,Late Game,1
Queen Of Pain,Tango,Semi Support,0.96,Start,1
Queen Of Pain,Blood Grenade,Semi Support,0.65,Start,1
Queen Of Pain,Observer and Sentry Wards,Semi Support,0.5,Start,1
Queen Of Pain,Sentry Ward,Semi Support,0.5,Start,1
Queen Of Pain,Iron Branch,Semi Support,0.49,Start,2
Queen Of Pain,Circlet,Semi Support,0.42,Start,1
Queen Of Pain,Faerie Fire,Semi Support,0.35,Start,1
Queen Of Pain,Magic Stick,Semi Support,0.27,Start,1
Queen Of Pain,Observer Ward,Semi Support,0.14,Start,1
Queen Of Pain,Iron Branch,Semi Support,0.14,Start,1
Queen Of Pain,Enchanted Mango,Semi Support,0.12,Start,1
Queen Of Pain,Iron Branch,Semi Support,0.11,Start,4
Queen Of Pain,Iron Branch,Semi Support,0.11,Start,3
Queen Of Pain,Null Talisman,Semi Support,0.23,Early Game,1
Queen Of Pain,Magic Wand,Semi Support,0.52,Early Game,1
Queen Of Pain,Urn of Shadows,Semi Support,0.27,Early Game,1
Queen Of Pain,Boots of Speed,Semi Support,0.46,Early Game,1
Queen Of Pain,Arcane Boots,Semi Support,0.18,Mid Game,1
Queen Of Pain,Spirit Vessel,Semi Support,0.34,Mid Game,1
Queen Of Pain,Power Treads,Semi Support,0.22,Mid Game,1
Queen Of Pain,Wind Lace,Semi Support,0.28,Mid Game,1
Queen Of Pain,Dagon,Semi Support,0.52,Mid Game,1
Queen Of Pain,Veil of Discord,Semi Support,0.12,Mid Game,1
Queen Of Pain,Kaya,Semi Support,0.37,Mid Game,1
Queen Of Pain,Eul's Scepter of Divinity,Semi Support,0.34,Mid Game,1
Queen Of Pain,Aghanim's Shard,Semi Support,0.38,Mid Game,1
Queen Of Pain,Blade Mail,Semi Support,0.11,Mid Game,1
Queen Of Pain,Dagon,Semi Support,0.27,Mid Game,1
Queen Of Pain,Aghanim's Scepter,Semi Support,0.57,Mid Game,1
Queen Of Pain,Shiva's Guard,Semi Support,0.11,Mid Game,1
Queen Of Pain,Dagon,Semi Support,0.29,Mid Game,1
Queen Of Pain,Kaya and Sange,Semi Support,0.18,Mid Game,1
Queen Of Pain,Ghost Scepter,Semi Support,0.4,Mid Game,1
Queen Of Pain,Dagon,Semi Support,0.29,Mid Game,1
Queen Of Pain,Linken's Sphere,Semi Support,0.16,Mid Game,1
Queen Of Pain,Dagon,Semi Support,0.29,Mid Game,1
Queen Of Pain,Tiara of Selemene,Semi Support,0.17,Mid Game,1
Queen Of Pain,Black King Bar,Semi Support,0.25,Mid Game,1
Queen Of Pain,Wind Waker,Semi Support,0.2,Late Game,1
Queen Of Pain,Octarine Core,Semi Support,0.33,Late Game,1
Queen Of Pain,Tango,Full Support,0.97,Start,1
Queen Of Pain,Iron Branch,Full Support,0.8,Start,1
Queen Of Pain,Blood Grenade,Full Support,0.6,Start,1
Queen Of Pain,Sentry Ward,Full Support,0.5,Start,1
Queen Of Pain,Observer and Sentry Wards,Full Support,0.47,Start,1
Queen Of Pain,Circlet,Full Support,0.47,Start,1
Queen Of Pain,Magic Stick,Full Support,0.4,Start,1
Queen Of Pain,Faerie Fire,Full Support,0.27,Start,1
Queen Of Pain,Enchanted Mango,Full Support,0.2,Start,1
Queen Of Pain,Observer Ward,Full Support,0.1,Start,1
Queen Of Pain,Mantle of Intelligence,Full Support,0.1,Start,1
Queen Of Pain,Clarity,Full Support,0.1,Start,1
Queen Of Pain,Boots of Speed,Full Support,0.67,Early Game,1
Queen Of Pain,Magic Wand,Full Support,0.57,Early Game,1
Queen Of Pain,Null Talisman,Full Support,0.5,Early Game,1
