white_player;white_elo;black_player;black_elo;result;moves;site;date;slug;id;format;eco
So, Wesley;2756;Oparin, Grigoriy;2661.0;1/2-1/2;60;Saint Louis;2025-10-24;so-oparin-r11-saint-louis-2025-10-24;10581301;1;B33
Shankland, Samuel L;2654;Liang, Awonder;2710.0;1/2-1/2;41;Saint Louis;2025-10-24;shankland-liang-r11-saint-louis-2025-10-24;10581296;1;C88
Niemann, Hans Moke;2738;Swiercz, Dariusz;2577.0;1/2-1/2;18;Saint Louis;2025-10-24;niemann-swiercz-r11-saint-louis-2025-10-24;10581292;1;B95
Aronian, Levon;2722;Caruana, Fabiano;2789.0;1/2-1/2;25;Saint Louis;2025-10-24;aronian-caruana-r11-saint-louis-2025-10-24;10581291;1;C80
Aravindh, Chithambaram VR;2711;Sarana, Alexey;2661.0;1/2-1/2;84;Rhodes;2025-10-24;aravindh-sarana-r6.4-rhodes-2025-10-24;10581278;1;D04
Ben Ari, Yannay;2459;Vidit, Santosh Gujrathi;2716.0;0-1;56;Rhodes;2025-10-24;ben-ari-vidit-r6-rhodes-2025-10-24;10581277;1;A07
Movahed, Sina;2586;Fedoseev, Vladimir1;2720.0;1/2-1/2;54;Rhodes;2025-10-24;movahed-fedoseev-r6.7-rhodes-2025-10-24;10581268;1;C53
Gukesh, Dommaraju;2752;Erigaisi, Arjun Kumar;2773.0;1-0;53;Rhodes;2025-10-24;gukesh-erigaisi-r6.1-rhodes-2025-10-24;10581262;1;D02
Nemec, Jachym;2448;Rapport, Richard;2724.0;0-1;47;Rhodes;2025-10-24;nemec-rapport-r6.39-rhodes-2025-10-24;10581255;1;E47
Nihal, Sarin;2700;Delgerdalai, Bayarjavkhlan;2376.0;1-0;35;Rhodes;2025-10-24;nihal-delgerdalai-r6.40-rhodes-2025-10-24;10581213;1;A46
Wei, Yi;2754;Van Foreest, Jorden;2697.0;1/2-1/2;32;Rhodes;2025-10-24;wei-van-foreest-r6.2-rhodes-2025-10-24;10581197;1;B40
Movsesian, Sergei;2600;Giri, Anish;2759.0;0-1;34;Rhodes;2025-10-24;movsesian-giri-r6.37-rhodes-2025-10-24;10581191;1;B53
Maghsoodloo, Parham;2697;Yu, Yangyi;2720.0;1/2-1/2;38;Rhodes;2025-10-24;maghsoodloo-yu-r6.3-rhodes-2025-10-24;10581185;1;D35
Keymer, Vincent;2755;Rozen, Eytan;2510.0;1-0;35;Rhodes;2025-10-24;keymer-rozen-r6.13-rhodes-2025-10-24;10581184;1;A38
Mamedyarov, Shakhriyar;2742;Hracek, Zbynek;2539.0;1-0;35;Rhodes;2025-10-24;mamedyarov-hracek-r6.38-rhodes-2025-10-24;10581175;1;A06
Mamedyarov, Shakhriyar;2742;Van Foreest, Jorden;2697.0;1/2-1/2;37;Rhodes;2025-10-23;mamedyarov-van-foreest-r5.44-rhodes-2025-10-23;10588278;1;A16
Oparin, Grigoriy;2661;Aronian, Levon;2722.0;1/2-1/2;43;Saint Louis;2025-10-23;oparin-aronian-r10-saint-louis-2025-10-23;10587263;1;A18
Caruana, Fabiano;2789;Mishra, Abhimanyu;2652.0;1-0;93;Saint Louis;2025-10-23;caruana-mishra-r10-saint-louis-2025-10-23;10581148;1;B91
Swiercz, Dariusz;2577;So, Wesley;2756.0;0-1;72;Saint Louis;2025-10-23;swiercz-so-r10-saint-louis-2025-10-23;10581147;1;A06
Sevian, Samuel;2698;Niemann, Hans Moke;2738.0;1-0;59;Saint Louis;2025-10-23;sevian-niemann-r10-saint-louis-2025-10-23;10581146;1;E20
Liang, Awonder;2710;Robson, Ray;2664.0;1-0;67;Saint Louis;2025-10-23;liang-robson-r10-saint-louis-2025-10-23;10581143;1;B90
Fedoseev, Vladimir1;2720;Bellahcene, Bilel;2485.0;1-0;40;Rhodes;2025-10-23;fedoseev-bellahcene-r5.49-rhodes-2025-10-23;10581137;1;A46
Oparin, Grigoriy;2661;Aronian, Levon;2722.0;1/2-1/2;43;Saint Louis;2025-10-23;oparin-aronian-r10-saint-louis-2025-10-23;10581136;1;A18
Maghsoodloo, Parham;2697;Rapport, Richard;2724.0;1-0;63;Rhodes;2025-10-23;maghsoodloo-rapport-r5.45-rhodes-2025-10-23;10581106;1;E71
Nihal, Sarin;2700;Sarana, Alexey;2661.0;1/2-1/2;50;Rhodes;2025-10-23;nihal-sarana-r5.46-rhodes-2025-10-23;10581089;1;D53
Gukesh, Dommaraju;2752;Giri, Anish;2759.0;1/2-1/2;36;Rhodes;2025-10-23;gukesh-giri-r5.43-rhodes-2025-10-23;10581056;1;E20
Yu, Yangyi;2720;Harikrishna, Pentala;2697.0;1-0;38;Rhodes;2025-10-23;yu-harikrishna-r5.39-rhodes-2025-10-23;10581046;1;A20
Erigaisi, Arjun Kumar;2773;Keymer, Vincent;2755.0;1-0;32;Rhodes;2025-10-23;erigaisi-keymer-r5.37-rhodes-2025-10-23;10581036;1;E12
Vidit, Santosh Gujrathi;2716;Wei, Yi;2754.0;1/2-1/2;31;Rhodes;2025-10-23;vidit-wei-r5.38-rhodes-2025-10-23;10581010;1;C42
Mamedyarov, Shakhriyar;2742;Van Foreest, Jorden;2697.0;1/2-1/2;38;Rhodes;2025-10-23;mamedyarov-van-foreest-r5-rhodes-2025-10-23;10581005;1;A16
Navara, David;2656;Aravindh, Chithambaram VR;2711.0;1/2-1/2;42;Rhodes;2025-10-23;navara-aravindh-r5.40-rhodes-2025-10-23;10581003;1;B40
So, Wesley;2756;Sevian, Samuel;2698.0;1/2-1/2;63;Saint Louis;2025-10-22;so-sevian-r9-Saint Louis-2025-10-23;10581000;1;E36
Shankland, Samuel L;2654;Caruana, Fabiano;2789.0;0-1;48;Saint Louis;2025-10-22;shankland-caruana-r9-saint-louis-2025-10-22;10580996;1;B46
Mishra, Abhimanyu;2652;Aronian, Levon;2722.0;1/2-1/2;57;Saint Louis;2025-10-22;mishra-aronian-r9-saint-louis-2025-10-22;10580992;1;C53
Niemann, Hans Moke;2738;Liang, Awonder;2710.0;1-0;39;Saint Louis;2025-10-22;niemann-liang-r9-saint-louis-2025-10-22;10580991;1;C67
Warmerdam, Max;2582;Gukesh, Dommaraju;2752.0;0-1;64;Rhodes;2025-10-22;warmerdam-gukesh-r4.55-rhodes-2025-10-22;10580976;1;D30
Eljanov, Pavel;2657;Mamedyarov, Shakhriyar;2742.0;1-0;54;Rhodes;2025-10-22;eljanov-mamedyarov-r4.38-rhodes-2025-10-22;10580959;1;D10
Nogerbek, Kazybek;2543;Yu, Yangyi;2720.0;0-1;60;Rhodes;2025-10-22;nogerbek-yu-r4.45-rhodes-2025-10-22;10580958;1;D45
Mamedov, Rauf;2655;Erigaisi, Arjun Kumar;2773.0;1/2-1/2;43;Rhodes;2025-10-22;mamedov-erigaisi-r4.43-rhodes-2025-10-22;10580937;1;B07
Keymer, Vincent;2755;Gelfand, Boris;2636.0;1-0;37;Rhodes;2025-10-22;keymer-gelfand-r4.49-rhodes-2025-10-22;10580926;1;B30
Aravindh, Chithambaram VR;2711;Ahmadzada, Ahmad Samir;2523.0;1-0;41;Rhodes;2025-10-22;aravindh-ahmadzada-r4.46-rhodes-2025-10-22;10580918;1;C84
Giri, Anish;2759;Fedoseev, Vladimir1;2720.0;1/2-1/2;42;Rhodes;2025-10-22;giri-fedoseev-r4.37-rhodes-2025-10-22;10580913;1;D32
Wei, Yi;2754;Suleymanli, Aydin Elshan;2614.0;1/2-1/2;33;Rhodes;2025-10-22;wei-suleymanli-r4.44-rhodes-2025-10-22;10580895;1;D05
Rapport, Richard;2724;Gledura, Benjamin;2643.0;1-0;25;Rhodes;2025-10-22;rapport-gledura-r4.39-rhodes-2025-10-22;10580886;1;B22
Rodshtein, Maxim;2647;Vidit, Santosh Gujrathi;2716.0;1/2-1/2;26;Rhodes;2025-10-22;rodshtein-vidit-r4.50-rhodes-2025-10-22;10580871;1;E06
Volokitin, Andrei;2617;Nihal, Sarin;2700.0;1/2-1/2;30;Rhodes;2025-10-22;volokitin-nihal-r4.40-rhodes-2025-10-22;10580868;1;C67
Vidit, Santosh Gujrathi;2716;Rosner, Jonas;2431.0;1/2-1/2;68;Rhodes;2025-10-21;vidit-rosner-r3.50-rhodes-2025-10-21;10580857;1;B13
Cheng, Bobby Sky;2596;Giri, Anish;2759.0;0-1;52;Rhodes;2025-10-21;cheng-giri-r3.37-rhodes-2025-10-21;10580841;1;E10
Gukesh, Dommaraju;2752;Movsesian, Sergei;2600.0;1-0;63;Rhodes;2025-10-21;gukesh-movsesian-r3.55-rhodes-2025-10-21;10580838;1;A07
Ragger, Markus;2567;Keymer, Vincent;2755.0;0-1;56;Rhodes;2025-10-21;ragger-keymer-r3.49-rhodes-2025-10-21;10580833;1;B91
Baum, Jonasz;2446;Wei, Yi;2754.0;0-1;53;Rhodes;2025-10-21;baum-wei-r3.44-rhodes-2025-10-21;10580831;1;A29
Yu, Yangyi;2720;Schmidek, Emil;2427.0;0-1;53;Rhodes;2025-10-21;yu-schmidek-r3.45-rhodes-2025-10-21;10580827;1;B12
Erigaisi, Arjun Kumar;2773;Dotzer, Lukas;2463.0;1-0;44;Rhodes;2025-10-21;erigaisi-dotzer-r3.43-rhodes-2025-10-21;10580810;1;B90
Florstedt, Johannes;2413;Aravindh, Chithambaram VR;2711.0;0-1;38;Rhodes;2025-10-21;florstedt-aravindh-r3.46-rhodes-2025-10-21;10580804;1;B40
Mamedyarov, Shakhriyar;2742;Wachinger, Nikolas;2456.0;1-0;38;Rhodes;2025-10-21;mamedyarov-wachinger-r3.38-rhodes-2025-10-21;10580784;1;A06
Nihal, Sarin;2700;Grigorian, Spartak;2424.0;1-0;40;Rhodes;2025-10-21;nihal-grigorian-r3.40-rhodes-2025-10-21;10580776;1;A07
Colbow, Collin;2435;Rapport, Richard;2724.0;0-1;24;Rhodes;2025-10-21;colbow-rapport-r3.39-rhodes-2025-10-21;10580762;1;B42
Caruana, Fabiano;2789;Robson, Ray;2664.0;1/2-1/2;67;Saint Louis;2025-10-20;caruana-robson-r8-saint-louis-2025-10-20;10580741;1;D35
Woodward, Andy Austin;2590;Niemann, Hans Moke;2738.0;1-0;59;Saint Louis;2025-10-20;woodward-niemann-r8-saint-louis-2025-10-20;10580738;1;D37
Liang, Awonder;2710;So, Wesley;2756.0;1/2-1/2;55;Saint Louis;2025-10-20;liang-so-r8-saint-louis-2025-10-20;10580733;1;C55
Aronian, Levon;2722;Shankland, Samuel L;2654.0;1-0;52;Saint Louis;2025-10-20;aronian-shankland-r8-saint-louis-2025-10-20;10580732;1;B84
Rigo, Zsolt;2403;Nihal, Sarin;2700.0;0-1;67;Rhodes;2025-10-20;rigo-nihal-r2.38-rhodes-2025-10-20;10580715;1;C60
Keymer, Vincent;2755;Noe, Christopher;2513.0;1-0;46;Rhodes;2025-10-20;keymer-noe-r2.49-rhodes-2025-10-20;10580701;1;A07
Aravindh, Chithambaram VR;2711;Stamatiou, Rodolfos;2275.0;1-0;42;Rhodes;2025-10-20;aravindh-stamatiou-r2.46-rhodes-2025-10-20;10580686;1;B51
Krallis, Christos;2403;Yu, Yangyi;2720.0;0-1;40;Rhodes;2025-10-20;krallis-yu-r2.45-rhodes-2025-10-20;10580679;1;B51
Alexakis, Dimitris;2548;Erigaisi, Arjun Kumar;2773.0;0-1;28;Rhodes;2025-10-20;alexakis-erigaisi-r2.43-rhodes-2025-10-20;10580655;1;B54
Wei, Yi;2754;Patrelakis, Evaggelos;2437.0;1-0;33;Rhodes;2025-10-20;wei-patrelakis-r2.44-rhodes-2025-10-20;10580647;1;A45
Mamedyarov, Shakhriyar;2742;Pasti, Aron;2366.0;1-0;30;Rhodes;2025-10-20;mamedyarov-pasti-r2.37-rhodes-2025-10-20;10580632;1;A06
So, Wesley;2756;Woodward, Andy Austin;2590.0;1-0;50;Saint Louis;2025-10-19;so-woodward-r7-saint-louis-2025-10-19;10576234;1;D41
Swiercz, Dariusz;2577;Liang, Awonder;2710.0;1-0;40;Saint Louis;2025-10-19;swiercz-liang-r7-saint-louis-2025-10-19;10576230;1;A13
Niemann, Hans Moke;2738;Caruana, Fabiano;2789.0;0-1;28;Saint Louis;2025-10-19;niemann-caruana-r7-saint-louis-2025-10-19;10576227;1;C50
Robson, Ray;2664;Aronian, Levon;2722.0;1/2-1/2;28;Saint Louis;2025-10-19;robson-aronian-r7-saint-louis-2025-10-19;10576225;1;C50
Erigaisi, Arjun Kumar;2773;Saraci, Nderim;2445.0;1/2-1/2;51;Rhodes;2025-10-19;erigaisi-saraci-r1.7-rhodes-2025-10-19;10576208;1;C42
Ghazarian, Kirk Vagho;2513;Vidit, Santosh Gujrathi;2716.0;0-1;38;Rhodes;2025-10-19;ghazarian-vidit-r1.13-rhodes-2025-10-19;10576163;1;E15
Boci, Mateo;2186;Wei, Yi;2754.0;0-1;39;Rhodes;2025-10-19;boci-wei-r1.8-rhodes-2025-10-19;10576148;1;B92
Yu, Yangyi;2720;Saraci, Korab;2197.0;1-0;38;Rhodes;2025-10-19;yu-saraci-r1.9-rhodes-2025-10-19;10576142;1;A28
Jashari, Ardian;2166;Aravindh, Chithambaram VR;2711.0;0-1;33;Rhodes;2025-10-19;jashari-aravindh-r1.10-rhodes-2025-10-19;10576131;1;B62
Rapport, Richard;2724;Tondivar, Babak;2321.0;1-0;31;Rhodes;2025-10-19;rapport-tondivar-r1.2-rhodes-2025-10-19;10576116;1;C00
Gijswijt, Bart;2295;Mamedyarov, Shakhriyar;2742.0;0-1;25;Rhodes;2025-10-19;gijswijt-mamedyarov-r1.1-rhodes-2025-10-19;10576112;1;D37
Caruana, Fabiano;2789;So, Wesley;2756.0;1/2-1/2;62;Saint Louis;2025-10-18;caruana-so-r6-saint-louis-2025-10-18;10576100;1;A09
Liang, Awonder;2710;Sevian, Samuel;2698.0;1/2-1/2;34;Saint Louis;2025-10-18;liang-sevian-r6-saint-louis-2025-10-18;10576092;1;C02
Aronian, Levon;2722;Niemann, Hans Moke;2738.0;1/2-1/2;41;Saint Louis;2025-10-18;aronian-niemann-r6-saint-louis-2025-10-18;10576091;1;E28
Liang, Awonder;2710;Oparin, Grigoriy;2661.0;1/2-1/2;104;Saint Louis;2025-10-17;liang-oparin-r5-saint-louis-2025-10-17;10576080;1;B30
Niemann, Hans Moke;2738;Mishra, Abhimanyu;2652.0;1-0;85;Saint Louis;2025-10-17;niemann-mishra-r5-saint-louis-2025-10-17;10576079;1;C50
Swiercz, Dariusz;2577;Caruana, Fabiano;2789.0;0-1;60;Saint Louis;2025-10-17;swiercz-caruana-r5-saint-louis-2025-10-17;10576076;1;B12
So, Wesley;2756;Aronian, Levon;2722.0;1/2-1/2;29;Saint Louis;2025-10-17;so-aronian-r5-saint-louis-2025-10-17;10576069;1;C47
Yu, Yangyi;2720;Wang, Shixu B;2402.0;1/2-1/2;56;China;2025-10-16;yu-wang-r1.1-china-2025-10-16;10576066;1;D35
Woodward, Andy Austin;2590;Liang, Awonder;2710.0;1/2-1/2;85;Saint Louis;2025-10-15;woodward-liang-r4-saint-louis-2025-10-15;10576055;1;E00
Shankland, Samuel L;2654;Niemann, Hans Moke;2738.0;0-1;67;Saint Louis;2025-10-15;shankland-niemann-r4-saint-louis-2025-10-15;10576053;1;E48
Aronian, Levon;2722;Swiercz, Dariusz;2577.0;1/2-1/2;69;Saint Louis;2025-10-15;aronian-swiercz-r4-saint-louis-2025-10-15;10576051;1;A22
Mishra, Abhimanyu;2652;So, Wesley;2756.0;1/2-1/2;52;Saint Louis;2025-10-15;mishra-so-r4-saint-louis-2025-10-15;10576046;1;D30
Caruana, Fabiano;2789;Sevian, Samuel;2698.0;1/2-1/2;31;Saint Louis;2025-10-15;caruana-sevian-r4-saint-louis-2025-10-15;10576045;1;C83
Sevian, Samuel;2698;Aronian, Levon;2722.0;1/2-1/2;44;Saint Louis;2025-10-14;sevian-aronian-r3-saint-louis-2025-10-14;10576010;1;E20
So, Wesley;2756;Shankland, Samuel L;2654.0;1-0;38;Saint Louis;2025-10-14;so-shankland-r3-saint-louis-2025-10-14;10576006;1;B12
Niemann, Hans Moke;2738;Robson, Ray;2664.0;1/2-1/2;41;Saint Louis;2025-10-14;niemann-robson-r3-saint-louis-2025-10-14;10576003;1;C42
Liang, Awonder;2710;Caruana, Fabiano;2789.0;1/2-1/2;36;Saint Louis;2025-10-14;liang-caruana-r3-saint-louis-2025-10-14;10576002;1;B22
Fedoseev, Vladimir1;2720;Kazakouski, Valery;2581.0;1-0;47;Batumi;2025-10-14;fedoseev-kazakouski-r9.33-batumi-2025-10-14;10575939;1;D45
Mamedyarov, Shakhriyar;2742;Sarana, Alexey;2661.0;0-1;41;Batumi;2025-10-14;mamedyarov-sarana-r9.1-batumi-2025-10-14;10575896;1;D50
Rapport, Richard;2724;Chigaev, Maksim;2634.0;1-0;33;Batumi;2025-10-14;rapport-chigaev-r9.13-batumi-2025-10-14;10575870;1;C72
Keymer, Vincent;2755;Giri, Anish;2759.0;1/2-1/2;23;Batumi;2025-10-14;keymer-giri-r9.9-batumi-2025-10-14;10575861;1;D02
Caruana, Fabiano;2789;Woodward, Andy Austin;2590.0;1/2-1/2;56;Saint Louis;2025-10-13;caruana-woodward-r2-saint-louis-2025-10-13;10575843;1;A22
Aronian, Levon;2722;Liang, Awonder;2710.0;1/2-1/2;104;Saint Louis;2025-10-13;aronian-liang-r2-saint-louis-2025-10-13;10575842;1;D35
Robson, Ray;2664;So, Wesley;2756.0;0-1;47;Saint Louis;2025-10-13;robson-so-r2-saint-louis-2025-10-13;10575838;1;D37
Nakamura, Hikaru;2816;Marchand, Calix;2101.0;1-0;50;Summerside;2025-10-13;nakamura-marchand-r6-summerside-2025-10-13;10575837;1;B40
Oparin, Grigoriy;2661;Niemann, Hans Moke;2738.0;1/2-1/2;40;Saint Louis;2025-10-13;oparin-niemann-r2-saint-louis-2025-10-13;10575835;1;E32
Migot, Tangi;2311;Nakamura, Hikaru;2816.0;0-1;52;Summerside;2025-10-13;migot-nakamura-r5-summerside-2025-10-13;10575823;1;B43
Predke, Alexandr;2634;Keymer, Vincent;2755.0;0-1;57;Batumi;2025-10-13;predke-keymer-r8.9-batumi-2025-10-13;10575795;1;E12
Fedoseev, Vladimir1;2720;Pechac, Jergus;2539.0;0-1;59;Batumi;2025-10-13;fedoseev-pechac-r8.33-batumi-2025-10-13;10575793;1;E00
Ponomariov, Ruslan;2633;Mamedyarov, Shakhriyar;2742.0;1/2-1/2;30;Batumi;2025-10-13;ponomariov-mamedyarov-r8.1-batumi-2025-10-13;10575696;1;C42
Vitiugov, Nikita;2654;Giri, Anish;2759.0;1/2-1/2;30;Batumi;2025-10-13;vitiugov-giri-r8.5-batumi-2025-10-13;10575694;1;B50
Liang, Awonder;2710;Mishra, Abhimanyu;2652.0;1/2-1/2;64;Saint Louis;2025-10-12;liang-mishra-r1-saint-louis-2025-10-12;10575673;1;A10
Woodward, Andy Austin;2590;Aronian, Levon;2722.0;0-1;63;Saint Louis;2025-10-12;woodward-aronian-r1-saint-louis-2025-10-12;10575669;1;D11
Nakamura, Hikaru;2816;Plotkin, Mark;2353.0;1-0;44;Summerside;2025-10-12;nakamura-plotkin-r4-summerside-2025-10-12;10575667;1;B06
Caruana, Fabiano;2789;Oparin, Grigoriy;2661.0;1-0;27;Saint Louis;2025-10-12;caruana-oparin-r1-saint-louis-2025-10-12;10575661;1;E36
So, Wesley;2756;Niemann, Hans Moke;2738.0;1/2-1/2;27;Saint Louis;2025-10-12;so-niemann-r1-saint-louis-2025-10-12;10575660;1;C50
Keymer, Vincent;2755;Saric, Ivan;2661.0;1-0;55;Batumi;2025-10-12;keymer-saric-r7.21-batumi-2025-10-12;10575619;1;E73
Ivanov, Mike;2366;Nakamura, Hikaru;2816.0;1/2-1/2;27;Summerside;2025-10-12;ivanov-nakamura-r3-summerside-2025-10-12;10575594;1;B30
Giri, Anish;2759;Ponomariov, Ruslan;2633.0;1/2-1/2;39;Batumi;2025-10-12;giri-ponomariov-r7.1-batumi-2025-10-12;10575569;1;D38
Mchedlishvili, Mikheil;2562;Fedoseev, Vladimir1;2720.0;0-1;34;Batumi;2025-10-12;mchedlishvili-fedoseev-r7.33-batumi-2025-10-12;10575568;1;D30
Mamedyarov, Shakhriyar;2742;Rapport, Richard;2724.0;1/2-1/2;43;Batumi;2025-10-12;mamedyarov-rapport-r7.5-batumi-2025-10-12;10575567;1;E32
Nakamura, Hikaru;2816;Dunahee, Titan;1808.0;1-0;52;Summerside;2025-10-11;nakamura-dunahee-r2-summerside-2025-10-11;10575491;1;C24
Zhang, Michelle;1917;Nakamura, Hikaru;2816.0;0-1;61;Summerside;2025-10-11;zhang-nakamura-r1-summerside-2025-10-11;10575490;1;B42
Pechac, Jergus;2539;Keymer, Vincent;2755.0;0-1;82;Batumi;2025-10-10;pechac-keymer-r6.29-batumi-2025-10-10;10570060;1;E21
Mamedyarov, Shakhriyar;2742;Sargsyan, Shant;2667.0;1-0;66;Batumi;2025-10-10;mamedyarov-sargsyan-r6.13-batumi-2025-10-10;10570035;1;A29
Giri, Anish;2759;Predke, Alexandr;2634.0;1-0;60;Batumi;2025-10-10;giri-predke-r6.5-batumi-2025-10-10;10570029;1;E06
Rapport, Richard;2724;Theodorou, Nikolas;2652.0;1/2-1/2;59;Batumi;2025-10-10;rapport-theodorou-r6.9-batumi-2025-10-10;10570013;1;E65
Fedoseev, Vladimir1;2720;Gurel, Ediz;2634.0;1-0;34;Batumi;2025-10-10;fedoseev-gurel-r6.25-batumi-2025-10-10;10569917;1;E32
Rapport, Richard;2724;Fedoseev, Vladimir1;2720.0;1-0;77;Batumi;2025-10-09;rapport-fedoseev-r5.17-batumi-2025-10-09;10569873;1;A07
Keymer, Vincent;2755;Naiditsch, Arkadij;2587.0;1/2-1/2;42;Batumi;2025-10-09;keymer-naiditsch-r5.29-batumi-2025-10-09;10569819;1;A20
Shirov, Alexei;2636;Giri, Anish;2759.0;0-1;40;Batumi;2025-10-09;shirov-giri-r5.5-batumi-2025-10-09;10569796;1;B90
Theodorou, Nikolas;2652;Mamedyarov, Shakhriyar;2742.0;1/2-1/2;21;Batumi;2025-10-09;theodorou-mamedyarov-r5.9-batumi-2025-10-09;10569733;1;A07
Mamedyarov, Shakhriyar;2742;Giri, Anish;2759.0;1/2-1/2;59;Batumi;2025-10-08;mamedyarov-giri-r4.1-batumi-2025-10-08;10569675;1;D11
Naiditsch, Arkadij;2587;Fedoseev, Vladimir1;2720.0;0-1;36;Batumi;2025-10-08;naiditsch-fedoseev-r4.1-batumi-2025-10-08;10569636;1;C48
Ponomariov, Ruslan;2633;Keymer, Vincent;2755.0;1/2-1/2;40;Batumi;2025-10-08;ponomariov-keymer-r4.1-batumi-2025-10-08;10569620;1;C48
Nguyen, Thai Dai Van;2664;Rapport, Richard;2724.0;1/2-1/2;31;Batumi;2025-10-08;nguyen-rapport-r4.1-batumi-2025-10-08;10569589;1;B48
Giri, Anish;2759;Deac, Bogdan Daniel;2655.0;1/2-1/2;67;Batumi;2025-10-07;giri-deac-r3.1-batumi-2025-10-07;10569494;1;C55
Mchedlishvili, Mikheil;2562;Keymer, Vincent;2755.0;0-1;54;Batumi;2025-10-07;mchedlishvili-keymer-r3.1-batumi-2025-10-07;10569481;1;C84
Fedoseev, Vladimir1;2720;Theodorou, Nikolas;2652.0;1/2-1/2;46;Batumi;2025-10-07;fedoseev-theodorou-r3.1-batumi-2025-10-07;10569433;1;E92
Rapport, Richard;2724;Gazik, Viktor;2556.0;1-0;39;Batumi;2025-10-07;rapport-gazik-r3.1-batumi-2025-10-07;10569408;1;B51
Wojtaszek, Radoslaw;2654;Mamedyarov, Shakhriyar;2742.0;1/2-1/2;30;Batumi;2025-10-07;wojtaszek-mamedyarov-r3.1-batumi-2025-10-07;10569354;1;E04
Keymer, Vincent;2755;Bogner, Sebastian;2555.0;1-0;116;Batumi;2025-10-06;keymer-bogner-r2.11-batumi-2025-10-06;10569338;1;A13
Keinanen, Toivo;2503;Rapport, Richard;2724.0;0-1;59;Batumi;2025-10-06;keinanen-rapport-r2.12-batumi-2025-10-06;10569307;1;A04
Fedoseev, Vladimir1;2720;Bjerre, Jonas Buhl;2629.0;0-1;47;Batumi;2025-10-06;fedoseev-bjerre-r2.9-batumi-2025-10-06;10569287;1;E11
Giri, Anish;2759;Wojtaszek, Radoslaw;2654.0;1/2-1/2;36;Batumi;2025-10-06;giri-wojtaszek-r2.1-batumi-2025-10-06;10569210;1;C77
Mamedyarov, Shakhriyar;2742;Nguyen, Thai Dai Van;2664.0;1-0;34;Batumi;2025-10-06;mamedyarov-nguyen-r2.2-batumi-2025-10-06;10569187;1;D35
Keymer, Vincent;2755;Bjerre, Jonas Buhl;2629.0;1/2-1/2;50;Batumi;2025-10-05;keymer-bjerre-r1.1-batumi-2025-10-05;10569119;1;E11
Pechac, Jergus;2539;Mamedyarov, Shakhriyar;2742.0;0-1;46;Batumi;2025-10-05;pechac-mamedyarov-r1.4-batumi-2025-10-05;10569101;1;D43
Naiditsch, Arkadij;2587;Giri, Anish;2759.0;0-1;38;Batumi;2025-10-05;naiditsch-giri-r1.2-batumi-2025-10-05;10569093;1;B94
Keinanen, Toivo;2503;Fedoseev, Vladimir1;2720.0;0-1;33;Batumi;2025-10-05;keinanen-fedoseev-r1.12-batumi-2025-10-05;10569049;1;D30
Yu, Yangyi;2720;Bu, Xiangzhi;2672.0;1-0;47;Beijing;2025-10-05;yu-bu-r11-beijing-2025-10-05;10569005;1;A29
Yu, Yangyi;2720;Lou, Yiping;2439.0;1-0;37;Beijing;2025-10-04;yu-lou-r10-beijing-2025-10-04;10568955;1;A14
Wei, Yi;2754;Chen, Zhi;2223.0;1-0;29;Beijing;2025-10-04;wei-chen-r10-beijing-2025-10-04;10568948;1;A04
Aronian, Levon;2744;Praggnanandhaa, Rameshbabu;2785.0;1-0;35;Sao Paulo;2025-10-03;aronian-praggnanandhaa-r2.8-sao-paulo-2025-10-03;10564445;1;D39
Caruana, Fabiano;2789;Vachier Lagrave, Maxime;2738.0;1/2-1/2;54;Sao Paulo;2025-10-03;caruana-vachier-lagrave-r2.8-sao-paulo-2025-10-03;10564444;1;D35
Praggnanandhaa, Rameshbabu;2785;Aronian, Levon;2744.0;1-0;60;Sao Paulo;2025-10-03;praggnanandhaa-aronian-r2.7-sao-paulo-2025-10-03;10564443;1;E12
Vachier Lagrave, Maxime;2738;Caruana, Fabiano;2789.0;0-1;48;Sao Paulo;2025-10-03;vachier-lagrave-caruana-r2.7-sao-paulo-2025-10-03;10564442;1;B33
Aronian, Levon;2744;Praggnanandhaa, Rameshbabu;2785.0;1-0;28;Sao Paulo;2025-10-03;aronian-praggnanandhaa-r2.6-sao-paulo-2025-10-03;10564441;1;D39
Caruana, Fabiano;2789;Vachier Lagrave, Maxime;2738.0;1-0;39;Sao Paulo;2025-10-03;caruana-vachier-lagrave-r2.6-sao-paulo-2025-10-03;10564440;1;D35
Praggnanandhaa, Rameshbabu;2785;Aronian, Levon;2744.0;0-1;27;Sao Paulo;2025-10-03;praggnanandhaa-aronian-r2.5-sao-paulo-2025-10-03;10564439;1;E12
Vachier Lagrave, Maxime;2738;Caruana, Fabiano;2789.0;0-1;58;Sao Paulo;2025-10-03;vachier-lagrave-caruana-r2.5-sao-paulo-2025-10-03;10564438;1;B33
Caruana, Fabiano;2789;Vachier Lagrave, Maxime;2738.0;1/2-1/2;109;Sao Paulo;2025-10-03;caruana-vachier-lagrave-r2.4-sao-paulo-2025-10-03;10564437;1;D35
Aronian, Levon;2744;Praggnanandhaa, Rameshbabu;2785.0;1-0;25;Sao Paulo;2025-10-03;aronian-praggnanandhaa-r2.4-sao-paulo-2025-10-03;10564436;1;D39
