brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
Intex,Aqua 4.5E,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,2014  December,Available. Released 2014  December,133.4 x 68.9 x 8.9 mm (5.25 x 2.71 x 0.35 in),137,4.83,Dual SIM,TFT capacitive touchscreen  16M colors,4.5 inches (~60.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6571,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1600 mAh battery,Black| Grey/Black| Black/Blue| White/Champagne,,http://cdn2.gsmarena.com/vv/bigpic/intex-aqua-45e.jpg
Jolla,Jolla C,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2016  May,Available. Released 2016  May,142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in),150,5.29,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Sailfish 2.0,Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8909v2 Snapdragon 212,Adreno 304,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS,,No,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery (7.98 Wh),Black/Red,170,http://cdn2.gsmarena.com/vv/bigpic/jolla-c.jpg
Jolla,Tablet,No cellular connectivity, N/A,,,,No,No,2014  November,Cancelled,203 x 137 x 8.3 mm (7.99 x 5.39 x 0.33 in),384,13.55,No,IPS LCD capacitive touchscreen  16M colors,7.85 inches (~67.0% screen-to-body ratio),1536 x 2048 pixels (~330 ppi pixel density),Sailfish 2.0,Quad-core 1.8 GHz,Intel Atom Z3735F,,microSD  up to 256 GB (dedicated slot) - non microSDXC compliant,32/64 GB,2 GB RAM,5 MP| autofocus,2 MP,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band,3.0,A-GPS GLONASS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4450 mAh battery,Black,170,http://cdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg
Jolla,Jolla,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2013  May,Available. Released 2013  November,131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),141,4.97,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~62.7% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Sailfish 1| upgradable to 2.0,Dual-core 1.4 GHz Krait 300,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash,2 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| EDR,Yes with A-GPS GLONASS,Yes,No,2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2100 mAh battery (7.98 Wh),Various,180,http://cdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg
Karbonn,Titanium Mach Two S360,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2015  March,Available. Released 2015  March,138 x 70.5 x 6.3 mm (5.43 x 2.78 x 0.25 in),112,3.95,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~70.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Octa-core 1.4 GHz Cortex-A7,,,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 1900 mAh battery,Deep Blue,140,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-mach-two.jpg
Karbonn,Titanium Wind W4,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  September,Available. Released 2014  September,125.1 x 64.3 x 11 mm (4.93 x 2.53 x 0.43 in),,,Dual SIM,Capacitive touchscreen  16M colors,4.0 inches (~56.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 8.1,Quad-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Yes,Li-Ion 1950 mAh battery,Black|White| Red,,http://cdn2.gsmarena.com/vv/bigpic/karbonn-w4.jpg
Karbonn,Titanium S99,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  June,Available. Released 2014  June,133 x 66 x 9.7 mm (5.24 x 2.60 x 0.38 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.0 inches (~51.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Yes,Li-Ion 1400 mAh battery,Black|White,,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s99.jpg
Karbonn,Sparkle V,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA,Yes,Yes,2014  September,Available. Released 2014  September,132 x 67 x 9.2 mm (5.20 x 2.64 x 0.36 in),138,4.87,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches (~63.1% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,Red,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-sparkle-v.jpg
Karbonn,Titanium S19,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  August,Available. Released 2014  August,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~77.6% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,8 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 2000 mAh battery,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s19.jpg
Karbonn,Smart A12 Star,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  July,Available. Released 2014  July,124.2 x 64.2 x 10.1 mm (4.89 x 2.53 x 0.40 in),130,4.59,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.0 inches (~57.1% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-smart-a12-star.jpg
Karbonn,Titanium S1 Plus,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,Capacitive touchscreen,4.0 inches (~51.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz,,Adreno 302,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1500 mAh battery,White,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s1-plus.jpg
Karbonn,Titanium Hexa,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,HSPA 42.2/5.76 Mbps,Yes,Yes,2014  March,Available. Released 2014  April,154 x 76.8 x 6.9 mm (6.06 x 3.02 x 0.27 in),,,Dual SIM,Capacitive touchscreen  16M colors,5.5 inches (~70.5% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.4.2 (KitKat),Hexa-core 1.5 GHz Cortex-A7,Mediatek MT6591,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,To be confirmed,microUSB 2.0| USB Host,Accelerometer| proximity,Li-Po 2050 mAh battery,Black| White,200,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-hexa.jpg
Karbonn,Titanium Octane Plus,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,HSPA 42.2/5.76 Mbps,Yes,Yes,2014  March,Available. Released 2014  April,147.3 x 72.6 x 7.6 mm (5.80 x 2.86 x 0.30 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~64.4% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,16 MP| autofocus| LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,To be confirmed,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-octane-plus.jpg
Karbonn,Titanium Octane,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2, HSDPA,,HSPA 42.2/5.76 Mbps,Yes,Yes,2014  March,Available. Released 2014  April,145.7 x 71.2 x 7.9 mm (5.74 x 2.80 x 0.31 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.4% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,To be confirmed,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-octane-plus.jpg
Karbonn,Titanium X,GSM / HSPA,GSM 900 / 1800 ,HSDPA 2100 ,,HSPA,Yes,Yes,2014  January,Available. Released 2014  January,143.9 x 70.5 x 9.9 mm (5.67 x 2.78 x 0.39 in),143,5.04,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.9% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589T,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Yes,Yes,Yes with A-GPS,Yes,To be confirmed,microUSB 2.0| USB Host,Accelerometer| proximity,Non-removable Li-Ion 2300 mAh battery,Black,200,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-x.jpg
Karbonn,A16,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2014  January,Available. Released 2014  January,-,,,Dual SIM,TFT capacitive touchscreen  16M colors,3.9 inches,480 x 800 pixels (~239 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a16.jpg
Karbonn,A12+,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  October,Available. Released 2013  October,-,,,Dual SIM,IPS LCD capacitive touchscreen,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black/White,60,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a12-plus.jpg
Karbonn,Titanium S5 Plus,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2013  December,Available. Released 2013  December,138 x 70.5 x 7.9 mm (5.43 x 2.78 x 0.31 in),104.5,3.70,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~70.8% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s5-plus.jpg
Karbonn,S7 Titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  November,Available. Released 2013  December,143.5 x 72 x 9.3 mm (5.65 x 2.83 x 0.37 in),,,Dual SIM,Capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer| gyro| proximity| compass,Li-Ion 2000 mAh battery,Black,180,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s7.jpg
Karbonn,S9 Titanium,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  July,Available. Released 2013  July,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,720 x 1280 pixels (~267 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| DLNA,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer| proximity,Li-Ion 2600 mAh battery,White,170,http://cdn2.gsmarena.com/vv/bigpic/karbonn-s9.jpg
Karbonn,A10,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  July,Available. Released 2013  July,-,,,Dual SIM,IPS LCD capacitive touchscreen,3.9 inches,480 x 800 pixels (~239 ppi pixel density),Android 4.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),512 MB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer| proximity,Li-Ion 1400 mAh battery,Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a10.jpg
Karbonn,A5,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  July,Available. Released 2013  July,-,,,Dual SIM,TFT capacitive touchscreen  256K colors,3.2 inches,320 x 480 pixels (~180 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer,Li-Ion 1200 mAh battery,Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a5.jpg
Karbonn,A37,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 7.2/0.384 Mbps,Yes,Yes,2013,Available. Released 2013,197 x 124 x 12.3 mm (7.76 x 4.88 x 0.48 in),335,11.82,Dual SIM,TFT capacitive touchscreen,7.0 inches (~57.1% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 4.1 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer,Li-Ion 3000 mAh battery,Black/White,100,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a37.jpg
Karbonn,A34,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,197 x 124 x 12.3 mm (7.76 x 4.88 x 0.48 in),335,11.82,Dual SIM,TFT capacitive touchscreen,7.0 inches (~57.1% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,Yes,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer,Li-Ion 3000 mAh battery,Gray/White,90,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a34.jpg
Karbonn,A25,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,146 x 78.6 x 10.5 mm (5.75 x 3.09 x 0.41 in),150,5.29,Dual SIM,Capacitive touchscreen,5.0 inches (~62.0% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),114 MB,,5 MP| LED flash,Yes,Yes,Yes,Yes,Yes,No,,FM radio,Yes,Accelerometer| proximity,Li-Ion 2000 mAh battery,White/Black,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a25.jpg
Karbonn,A7 Star,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,113 x 66 x 10.4 mm (4.45 x 2.60 x 0.41 in),,,Dual SIM,Capacitive touchscreen,4.5 inches (~74.8% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6517,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),164 MB,,5 MP| LED flash,Yes,Yes,Yes,Yes,Yes,No,,FM radio,Yes,Accelerometer| proximity,Removable Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a7.jpg
Karbonn,A4+,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,123 x 63 x 10.5 mm (4.84 x 2.48 x 0.41 in),87.5,3.07,Dual SIM,IPS LCD capacitive touchscreen,4.0 inches (~58.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),90 MB,,3.15 MP,No,Yes,Yes,Yes,Yes,No,,FM radio,Yes,Accelerometer| proximity,Li-Ion 1250 mAh battery,White/Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a4plus.jpg
Karbonn,A2+,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,124 x 63.6 x 12.4 mm (4.88 x 2.50 x 0.49 in),110,3.88,Dual SIM,Capacitive touchscreen,4.0 inches (~57.7% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),,,,microSD  up to 32 GB (dedicated slot),180 MB,,3.15 MP,Yes,Yes,Yes,Yes,Yes,No,,FM radio,Yes,Accelerometer| proximity,Li-Ion 1750 mAh battery,White/Black,50,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a2plus.jpg
Karbonn,A27 Retina,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 7.2/0.384 Mbps,Yes,Yes,2013  March,Available. Released 2013  March,133.6 x 66 x 9.1 mm (5.26 x 2.60 x 0.36 in),126.5,4.44,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen,4.3 inches (~57.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer,Li-Ion 1800 mAh battery,Black,160,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a27-retina.jpg
Karbonn,A111,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2013  March,Available. Released 2013  March,148 x 80 x 12 mm (5.83 x 3.15 x 0.47 in),,,Dual SIM (Mini-SIM),TFT capacitive touchscreen,5.0 inches (~60.1% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer,Li-Ion 2150 mAh battery,White/Black,150,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a111.jpg
Karbonn,A6,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013  March,Available. Released 2013  March,128 x 65.7 x 11.6 mm (5.04 x 2.59 x 0.46 in),114.5,4.02,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  256K colors,4.0 inches (~54.2% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),104 MB,512 MB RAM,5 MP| LED flash,Yes,Yes,Yes,Yes| hotspot,Yes,No,,FM radio,Yes,Accelerometer,Removable Li-Ion 1450 mAh battery,White/Black,80,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a6.jpg
Karbonn,A4,GSM / HSPA,GSM 850 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2013  March,Available. Released 2013  March,124.8 x 66 x 9.5 mm (4.91 x 2.60 x 0.37 in),75,2.65,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,4.0 inches (~57.8% screen-to-body ratio),320 x 480 pixels (~144 ppi pixel density),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),256 MB,512 MB,3.15 MP,Yes,Yes,Yes,Yes| hotspot,Yes,No,,FM radio,Yes,Accelerometer,Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a4.jpg
Karbonn,A3,GSM,GSM 850 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013  March,Available. Released 2013  March,113 x 61 x 13.5 mm (4.45 x 2.40 x 0.53 in),90,3.17,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~69.1% screen-to-body ratio),320 x 480 pixels (~144 ppi pixel density),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),512 MB,256 MB RAM,3.15 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,No,,FM radio,Yes,Accelerometer,Li-Ion 1400 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a3.jpg
Karbonn,A2,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013  March,Available. Released 2013  March,124 x 63.6 x 12.4 mm (4.88 x 2.50 x 0.49 in),110,3.88,Dual SIM (Mini-SIM),Capacitive touchscreen,4.0 inches (~57.7% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3.6 (Gingerbread),,,,microSD  up to 32 GB (dedicated slot),200 MB,,3.15 MP,Yes,Yes,Yes,No,Yes,No,,FM radio,Yes,Accelerometer,Li-Ion 1750 mAh battery,White/Black,70,http://cdn2.gsmarena.com/vv/bigpic/karbonn-a2.jpg
