,books,clusters,embedding1,embedding2
1454,book:Daikaiju!_Giant_Monster_Tales,cluster5,-0.67882574,0.113617264
1455,book:More_Sideways_Arithmetic_from_Wayside_School,cluster3,-1.0627769,-0.5521311
1456,book:The_Master_Key_System,cluster3,-0.6728078,-0.5017068
1457,book:Bard:_The_Odyssey_of_the_Irish,cluster0,0.32176262,-0.014015572
1458,book:Larry's_Party,cluster0,0.49248394,0.2731024
1459,book:The_Survivor_(Cain_novel),cluster5,-0.58813,0.10050877
1460,book:Another_Day_in_Paradise_(novel),cluster3,-0.98752767,0.09403546
1461,book:The_Glass_Inferno,cluster3,-0.7788567,-0.17601094
1462,book:The_Holocaust_Industry,cluster1,1.2030226,-0.4171767
1463,book:Four_Past_Midnight,cluster0,0.28030324,-0.39964172
1464,book:The_Rifles_(novel),cluster3,-1.0222576,0.12126835
1465,book:The_Fall_(Camus_novel),cluster5,-0.5024254,0.2216126
1466,book:The_Gurkha's_Daughter,cluster5,-0.8572719,0.30378318
1467,book:The_Far_Islands_and_Other_Tales_of_Fantasy,cluster5,-0.7180498,0.021121478
1468,book:A_Walking_Tour_of_the_Shambles,cluster3,-1.0996755,-0.10138528
1469,book:Deep_Storm,cluster3,-1.081859,-0.42359573
1470,book:The_Far_Side_Gallery_5,cluster3,-1.0421824,-0.14500248
1471,book:The_Persistence_of_Vision_(collection),cluster3,-1.3946947,-0.13068606
1472,book:Saint_Camber,cluster0,0.4431,-0.7250956
1473,book:Sab_Kichu_Bhene_Pare,cluster1,1.0238413,-0.13930573
1474,book:Truman_(book),cluster0,0.5351604,-0.4686365
1475,book:Wintersmith,cluster0,0.72213376,-0.08132914
1476,book:Wake_(Sawyer_novel),cluster0,0.7557062,-0.21802163
1477,book:Anti-Semite_and_Jew,cluster1,1.2427706,-0.25538015
1478,book:Lila_(Robinson_novel),cluster3,-1.2141547,-0.0008213935
1479,book:Jack_the_Ripper:_The_Final_Solution,cluster5,-0.35281438,0.01998337
1480,book:Cold_Fire_(Pierce_novel),cluster0,0.4062244,-0.3618309
1481,book:Journey_to_Ithaca,cluster0,0.437414,-0.33268076
1482,book:Significant_Figures_(book),cluster0,0.4007191,-0.32113943
1483,book:Carpe_Jugulum,cluster3,-0.54697734,-0.25230533
1484,book:Deathstalker_Rebellion,cluster4,-0.6146132,0.7704288
1485,book:The_Mythical_Man-Month,cluster5,-0.37658453,0.4204481
1486,book:The_Soft_Whisper_of_the_Dead,cluster0,0.445552,-0.52763724
1487,book:Crazy_Hair,cluster0,0.4080918,-0.48444915
1488,book:Eragon,cluster0,0.15709719,-0.29527208
1489,book:Bright_Shiny_Morning,cluster3,-1.0106494,0.088463336
1490,book:The_Lost_Gate,cluster0,0.25620627,-0.3064006
1491,book:Last_Orders,cluster2,0.5008894,0.7964552
1492,book:Parallel_Play_(book),cluster3,-0.7076421,-0.21902043
1493,book:Rohtaed,cluster1,1.8751011,0.10901807
1494,book:Running_Wild_(novella),cluster3,-0.8940926,0.25224334
1495,book:Auguries_of_Innocence_(poetry_collection),cluster3,-0.8389787,-0.6320834
1496,book:Christie_Malry's_Own_Double-Entry,cluster4,-0.7538064,0.7866385
1497,book:Faceless_(novel),cluster1,0.8494275,-0.18019578
1498,book:The_Journey_(Applegate_novel),cluster0,0.23907636,-0.5192394
1499,book:Pilgrim_(Findley_novel),cluster1,0.70755476,0.1818316
1500,book:One_Vogue,cluster1,0.8484946,0.09843576
1501,book:Other_Lives_But_Mine,cluster5,0.13167958,-0.00057142886
1502,book:Servant_of_the_Bones,cluster3,-1.0114228,0.20286539
1503,book:Six_Crises,cluster3,-0.9137566,-0.26338843
1504,book:The_Best_of_Larry_Niven,cluster0,0.40786976,-0.61502475
1505,book:The_Last_Centurion,cluster3,-1.1490672,-0.2210754
1506,book:Athletic_Shorts:_Six_Short_Stories,cluster3,-0.88840616,-0.14233018
1507,book:True_Blue:_The_Oxford_Boat_Race_Mutiny,cluster2,0.6697952,0.7348809
1508,book:The_Long_Earth,cluster4,-0.99882907,0.6585995
1509,book:Kai_Lung_Raises_His_Voice,cluster2,0.45412186,0.64560634
1510,book:Barfing_in_the_Backseat:_How_I_Survived_My_Family_Road_Trip,cluster3,-0.99801004,-0.46539286
1511,book:The_Dignity_of_the_Nation,cluster5,-0.046995506,0.08114878
1512,book:Children_of_Gebelawi,cluster1,1.2073649,-0.011063892
1513,book:The_Giver,cluster3,-1.3111292,-0.35986888
1514,book:The_Road_to_Jerusalem,cluster4,-0.8600912,0.5358199
1515,book:Hazards_of_Time_Travel,cluster3,-1.1810575,-0.19695054
1516,book:Cosmicomics,cluster0,0.54692703,-0.2416587
1517,book:Tycoon_(novel),cluster3,-1.0519524,-0.00082859915
1518,book:Zothique_(collection),cluster3,-0.93485826,-0.3404193
1519,book:Deepsix,cluster3,-1.1487136,0.073373996
1520,book:Empire_of_the_Sun,cluster4,-1.003683,0.73395604
1521,book:Modern_Classic_Short_Novels_of_Science_Fiction,cluster0,0.33301088,-0.5450913
1522,book:The_Fire-Eaters,cluster2,0.7903485,0.88056797
1523,book:Against_the_Day,cluster3,-0.84323394,-0.089933865
1524,book:Write_Away,cluster3,-0.7277664,-0.44481966
1525,book:Tiger_Eyes,cluster3,-1.1250343,-0.13941213
1526,book:Stalin:_Breaker_of_Nations,cluster0,0.5915795,-0.71155053
1527,book:The_Antipope,cluster2,0.5353386,0.71146077
1528,book:Walden_Two,cluster0,0.31720534,-0.62368214
1529,book:Right_Where_You_Are_Sitting_Now,cluster0,0.43639213,-0.59208757
1530,book:Treasure_(Cussler_novel),cluster0,0.47469786,0.14266224
1531,book:79_Park_Avenue_(novel),cluster0,0.5896265,-0.45928943
1532,book:The_Gulag_Archipelago,cluster5,-0.0017712732,0.18328066
1533,book:The_Union_Club_Mysteries,cluster3,-1.2135144,-0.10794637
1534,book:The_Spanish_Gardener,cluster4,-0.36283764,1.3794575
1535,book:The_Secret_Life_of_Damian_Spinelli,cluster3,-0.941749,0.10792547
1536,book:Matters_of_Discretion,cluster1,0.89845175,0.0008551814
1537,book:Railsea,cluster2,0.5047037,0.7400638
1538,book:Psychotic_Reactions_and_Carburetor_Dung,cluster3,-0.74317425,-0.20127389
1539,book:Mother_Night,cluster3,-1.2191428,-0.0949763
1540,book:Reasons_and_Persons,cluster2,0.6775131,0.69620454
1541,book:My_Sister_Jodie,cluster4,-0.4056058,1.1790507
1542,book:An_Ice-Cream_War,cluster1,0.9046386,0.23126724
1543,book:Legacies_(novel),cluster0,0.3533046,-0.33960894
1544,book:The_Vesuvius_Club,cluster2,0.7099184,0.9058637
1545,book:The_Black_Hole_War,cluster1,0.931045,0.026428148
1546,book:Empire_of_Silver_(novel),cluster2,0.83201265,1.0267094
1547,book:How_the_Mind_Works,cluster5,-0.2406746,-0.11595905
1548,book:Night_Sky_with_Exit_Wounds,cluster0,0.4918091,-0.51518863
1549,book:Saving_Fish_from_Drowning,cluster0,0.46213958,-0.4403126
1550,book:Steps_to_Christ,cluster1,2.1235142,-0.24613778
1551,book:Murder_Is_Easy,cluster2,0.61122155,0.59249574
1552,book:The_Lover_(Yehoshua_novel),cluster5,-0.14194272,0.2005624
1553,book:The_Terrible_Privacy_of_Maxwell_Sim,cluster2,1.0409889,0.8748522
1554,book:The_Forever_War_(Filkins_book),cluster5,-0.3851839,0.2061988
1555,book:The_Transcendental_Temptation,cluster3,-0.67901194,-0.41779116
1556,book:Both_Sides_of_Time,cluster3,-0.83938056,-0.051994193
1557,book:Sacrament_(novel),cluster4,-0.5261908,0.96340066
1558,book:Desperation_(novel),cluster0,0.20408875,-0.20151654
1559,book:Asleep_(novel),cluster3,-0.9068939,-0.181233
1560,book:The_Accidental_Tourist,cluster3,-1.0382823,-0.23510271
1561,book:Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,cluster3,-1.0668399,-0.23162882
1562,book:A_Thousand_Days,cluster3,-0.7609629,-0.49107927
1563,book:Resurrection_Men,cluster3,-0.79142135,0.08970111
1564,book:The_Land_of_Painted_Caves,cluster3,-1.1191427,0.12300541
1565,book:Rakvere_romaan,cluster1,1.2449001,0.43927616
1566,book:Blue_Labyrinth,cluster3,-1.0796095,-0.34406868
1567,book:A_Escola,cluster5,0.060562644,0.30790436
1568,book:Prime_Evil_(anthology),cluster3,-1.0907148,-0.3140873
1569,book:Golden_Son,cluster3,-1.1592169,-0.27364692
1570,book:Someone_(McDermott_novel),cluster1,0.88897383,0.087736525
1571,book:Gate_of_Ivrel,cluster0,0.3569721,-0.45694575
1572,book:Personal_Foul_(book),cluster3,-0.9612219,-0.43495488
1573,book:Clarissa_Oakes,cluster4,-0.8007455,1.0995113
1574,book:Poland_(novel),cluster3,-0.86945987,-0.1077542
1575,book:The_Fog_(novel),cluster2,0.5447624,0.6864032
1576,book:Ella_Morris,cluster1,0.82703537,0.0051513356
1577,book:Sign_of_the_Unicorn,cluster0,0.43426558,-0.33799025
1578,book:Experience_and_Education_(book),cluster0,0.4426095,-0.5314752
1579,book:Gentlemen_(novel),cluster1,0.9529781,0.048803926
1580,"book:Oh,_Play_That_Thing",cluster1,1.0553372,0.13053031
1581,book:The_Camp_of_the_Saints,cluster5,-0.35394698,0.22189625
1582,book:Rivers_of_London_(novel),cluster3,-0.8209079,0.0027639114
1583,book:Close_to_the_Ground,cluster0,0.29896185,-0.22266299
1584,book:The_Long_Road_Home_(novel),cluster3,-1.1230068,-0.101707004
1585,book:Computer_Lib/Dream_Machines,cluster3,-0.6294443,-0.4877726
1586,book:Eternity_Road_(novel),cluster3,-1.043173,-0.123575605
1587,book:Mayday_(novel),cluster1,0.870897,0.029539255
1588,book:The_Code_Breaker,cluster0,0.41611835,-0.6334394
1589,book:To_Die_in_Italbar,cluster0,0.2723331,-0.22528924
1590,book:Twilight_of_Democracy,cluster1,1.3737475,0.3225505
1591,book:The_Egyptian,cluster5,-0.5130494,0.53551185
1592,book:Effi_Briest,cluster1,0.91351855,0.24542648
1593,book:Tanequil,cluster0,0.347044,-0.4173359
1594,book:Thanks_for_the_Memories_(novel),cluster1,0.94319844,-0.056444176
1595,book:Bones_to_Ashes,cluster3,-1.2034787,0.11306705
1596,book:Miss_Marple's_Final_Cases_and_Two_Other_Stories,cluster4,-0.9935411,0.76168656
1597,book:I_Have_Something_to_Tell_You,cluster3,-0.7788033,-0.09950599
1598,book:Orphans_of_the_Sky,cluster0,0.29933432,-0.23250516
1599,book:Interventions,cluster5,-0.53442264,0.2556543
1600,book:American_Sphinx,cluster0,0.26099098,-0.1660404
1601,book:On_Bullshit,cluster0,0.5822745,-0.27230898
1602,book:Wizard's_First_Rule,cluster3,-0.9049567,-0.475207
1603,book:NP_(novel),cluster3,-0.8762448,0.08634644
1604,book:Star_Science_Fiction_Stories_No.4,cluster3,-1.0615921,-0.27256784
1605,book:The_Lost_World_(Crichton_novel),cluster3,-1.3786311,-0.21457312
1606,book:A_God_Strolling_in_the_Cool_of_the_Evening,cluster5,-0.465351,0.29823276
1607,book:Moon_of_Mutiny,cluster0,0.83761907,-0.690287
1608,book:Bring_Me_the_Head_of_Prince_Charming,cluster0,0.30547827,-0.27817872
1609,book:The_Secret_of_the_Universe,cluster3,-1.0190504,-0.23054612
1610,book:The_Gay_Revolution:_The_Story_of_the_Struggle,cluster3,-1.0723969,-0.31728664
1611,book:The_Princess_Bride_(novel),cluster5,-0.70332104,-0.03569424
1612,book:Sebastian_(Durrell_novel),cluster2,0.68734545,0.6175706
1613,book:Tales_of_a_Traveller,cluster0,0.63679975,-0.777152
1614,book:A_Guide_to_the_New_Ruins_of_Great_Britain,cluster4,-0.35308367,1.1876589
1615,book:The_Holy_Thief,cluster5,-0.59266734,0.26450497
1616,book:Baby_Be-Bop,cluster3,-1.0583626,-0.31900394
1617,book:Wizards_at_War,cluster3,-1.1841955,-0.48227462
1618,book:Story_of_the_Negro,cluster0,0.49006823,-0.42285925
1619,book:Tea_with_the_Black_Dragon,cluster0,0.38380235,-0.38118
1620,book:The_Abyssinian,cluster1,0.7275962,0.36799818
1621,book:Before_Night_Falls,cluster1,0.8652913,0.37608036
1622,book:Smoky_Night,cluster0,0.3664417,-0.48985818
1623,book:Men_of_Men,cluster1,1.0155159,-0.21049055
1624,book:Marvin_K._Mooney_Will_You_Please_Go_Now!,cluster3,-1.0749487,-0.36020178
1625,book:Only_Words_(book),cluster1,2.2573361,-0.27980807
1626,book:Red_Iron_Nights,cluster3,-1.2732605,-0.35378835
1627,"book:Mirror,_Mirror_(novel)",cluster1,0.67915523,0.092261806
1628,book:The_Curse_of_the_Pharaohs_(novel),cluster3,-1.0051699,-0.19750737
1629,book:The_Glory,cluster3,-0.81223583,-0.12029314
1630,book:Fly_West,cluster5,-0.5764886,0.19454618
1631,book:Almost_Transparent_Blue,cluster5,-0.6673206,0.13404925
1632,book:Under_Heaven_(novel),cluster0,0.5595468,0.12490914
1633,book:A_Place_So_Foreign_and_Eight_More,cluster0,0.4778163,-0.108664624
1634,book:Underworld_(novel),cluster0,0.5446322,-0.4788838
1635,book:Diplomatic_Act,cluster3,-0.78646356,-0.42569333
1636,book:Claudette_Colvin:_Twice_Toward_Justice,cluster3,-0.9470305,-0.14039853
1637,book:Very_Bad_Deaths,cluster3,-0.5725939,0.023760483
1638,book:The_Devil's_Arithmetic,cluster3,-1.1886221,-0.39823213
1639,book:The_Hollow_Man_(Simmons_novel),cluster3,-1.0400758,-0.2794663
1640,book:The_Dangerous_Summer,cluster3,-0.8484227,-0.4859404
1641,book:Mistborn:_The_Alloy_of_Law,cluster0,0.29637194,-0.48107094
1642,book:Less_Than_Zero_(novel),cluster0,0.36040294,-0.3844726
1643,book:Fledgling_(novel),cluster0,0.35220632,-0.18953408
1644,book:Natacha_(novel),cluster0,0.29142132,0.11597255
1645,book:Naked_Came_the_Phoenix,cluster1,1.0861374,-0.11622159
1646,book:A_Maze_of_Stars,cluster3,-0.97329396,-0.047359493
1647,book:The_Winning_Way,cluster1,2.0565886,-0.82023346
1648,book:The_Rise_and_Fall_of_Comrade_Zylo,cluster2,0.7647277,0.22881082
1649,book:Murgunstrumm_and_Others,cluster3,-1.1313455,-0.52700186
1650,book:Edge_of_Eternity,cluster2,0.76251876,0.9654527
1651,"book:Cry,_the_Beloved_Country",cluster3,-0.788751,-0.2169824
1652,book:Janissaries_II:_Clan_and_Crown,cluster0,0.39385918,-0.5000889
1653,book:Glitz_(novel),cluster1,1.5117316,-0.37200978
1654,book:Vital_Signs_(novel),cluster0,0.39609653,-0.49708048
1655,book:A_Scanner_Darkly,cluster0,0.38522416,-0.5776983
1656,book:Death_of_a_Blue_Movie_Star,cluster5,-0.8513378,0.4145277
1657,book:A_Time_for_Judas,cluster5,-0.70924115,0.3855701
1658,book:Beneath_the_Underdog,cluster0,0.4598805,-0.4401024
1659,book:Among_Others,cluster0,0.39587912,-0.4458956
1660,book:Plugged_(novel),cluster1,0.6344356,0.24198388
1661,book:Down_to_a_Sunless_Sea_(Carter_novel),cluster0,0.27340883,-0.38718346
1662,book:The_Fallible_Fiend,cluster3,-1.1265191,-0.26465392
1663,book:Complete_Mage,cluster1,1.0027483,0.15376094
1664,book:Structure_and_Interpretation_of_Computer_Programs,cluster5,0.079047225,0.09424982
1665,book:American_Dervish,cluster3,-0.6850732,-0.47197598
1666,book:Critical_Chain_(novel),cluster0,0.37397003,-0.42670554
1667,book:Augustus_(Williams_novel),cluster1,0.93934816,0.050529998
1668,book:The_Listeners_(novel),cluster3,-1.0507941,0.032214023
1669,book:Calls_from_the_Message_of_Fatima,cluster5,-0.40760726,0.0624775
1670,book:The_Maze_of_Bones,cluster0,0.36615086,0.07367118
1671,book:Winning_Colors_(novel),cluster3,-1.0426979,-0.5918232
1672,book:The_King's_Buccaneer,cluster0,0.45368963,-0.47394672
1673,book:The_Evolution_of_Cooperation,cluster3,-0.95069176,-0.106466204
1674,book:Memnoch_the_Devil,cluster0,0.6352578,-0.15420443
1675,book:A_Hymn_Before_Battle,cluster3,-1.006031,-0.51352787
1676,book:Origin_in_Death,cluster0,0.32867518,-0.063947454
1677,book:Queer_City,cluster1,2.0386536,0.3830078
1678,book:Unaccustomed_Earth,cluster0,0.45414567,-0.53905016
1679,book:Gingerbread_(Cohn_novel),cluster0,0.40859452,-0.3727688
1680,book:The_Concerns_of_a_Citizen,cluster3,-0.8814599,-0.034058966
1681,book:Past_Mortem,cluster4,-0.9212795,0.9599907
1682,book:The_Ghost_Belonged_to_Me,cluster3,-1.1187737,-0.12742022
1683,book:The_Burnt_Ones,cluster1,1.0624913,0.25910416
1684,book:The_Bonesetter's_Daughter,cluster0,0.49175692,-0.32910156
1685,book:The_Key_to_Rebecca,cluster4,-0.7041115,0.8432521
1686,book:The_Shining_(novel),cluster3,-1.0814407,-0.26390442
1687,book:The_Book_of_Skulls,cluster3,-1.1395557,0.042876005
1688,book:I'm_Off,cluster1,1.1694859,-0.14315774
1689,book:War_in_Tethyr,cluster0,0.5436853,-0.3998872
1690,book:Sick_Building,cluster0,0.052373767,0.11232583
1691,book:Blink_(novel),cluster3,-1.0155381,0.1915655
1692,book:Book_of_Haikus,cluster3,-0.9456088,-0.18096699
1693,book:The_Tightrope_Walkers,cluster1,0.8658479,0.053376377
1694,book:At_the_Edge_of_the_World_(short_story_collection),cluster0,0.3620118,-0.44328627
1695,"book:Moo,_Baa,_La_La_La!",cluster5,-0.39577535,-0.061410733
1696,book:The_Outsider_(King_novel),cluster0,0.20343536,-0.26284894
1697,book:The_Onion_Field,cluster0,0.62367,-0.7354452
1698,book:The_Fateful_Triangle,cluster1,0.79780203,0.082905434
1699,book:The_Wind-Up_Bird_Chronicle,cluster5,-0.43460172,0.40151998
1700,book:House_Mother_Normal,cluster2,1.0886686,0.8482421
1701,book:Brooklyn_(novel),cluster1,0.7287158,0.35603797
1702,book:High_Wizardry,cluster0,0.35883188,-0.39253402
1703,book:What_Is_Life%3F,cluster2,0.6486997,0.6783059
1704,book:The_Beast_Master,cluster0,0.3743248,-0.50150853
1705,book:The_Language_of_Bees,cluster3,-0.9288008,-0.23131166
1706,book:White_(novel),cluster3,-1.1603329,-0.10794297
1707,book:Soul_Survivor_(book),cluster3,-0.9676004,-0.31833473
1708,book:Great_Day_for_Up!,cluster3,-1.0529295,-0.42537445
1709,book:A_Cool_Head,cluster1,0.909562,0.2186417
1710,book:The_March_(novel),cluster3,-0.9924519,0.031865258
1711,book:Middle_C_(novel),cluster3,-0.9840811,-0.042538147
1712,book:Think_Like_a_Freak,cluster3,-1.153027,-0.022877175
1713,book:The_Blind_Assassin,cluster5,-0.68274873,0.38652998
1714,book:Tara_of_the_Twilight,cluster0,0.22556017,-0.20097326
1715,book:The_Ice_Limit,cluster0,0.2403844,-0.37017322
1716,book:Liquid_Love_(book),cluster1,0.874335,0.067771
1717,book:The_Exegesis_of_Philip_K._Dick,cluster1,1.3917379,-0.6890159
1718,book:Varieties_of_Capitalism,cluster2,1.6268085,1.2952876
1719,book:Are_Men_Necessary%3F,cluster0,0.39664024,-0.34095523
1720,book:Joe_Gould's_Secret,cluster0,0.40940952,-0.40146723
1721,book:The_Postman_Always_Rings_Twice_(novel),cluster3,-0.96852696,-0.015245301
1722,book:The_End_of_Work,cluster3,-0.9013436,-0.091821045
1723,book:Journals_(Cobain),cluster3,-0.99278146,-0.08702082
1724,book:The_Eudaemonic_Pie,cluster3,-0.88119394,-0.039413802
1725,book:Asymmetry_(novel),cluster5,-0.10444013,-0.20101072
1726,book:1066_and_All_That,cluster2,0.679793,0.7878053
1727,book:The_Pleasure_of_the_Text,cluster1,1.0018656,-0.10621382
1728,book:Annihilation_(VanderMeer_novel),cluster3,-1.3020623,-0.0848214
1729,book:Madam_Secretary_(book),cluster5,-0.6964968,0.1323333
1730,book:Rum_Punch,cluster1,0.8631587,-0.13596992
1731,book:The_Sea_Is_My_Brother,cluster0,0.6927475,-0.74228734
1732,book:Broken_Homes,cluster3,-1.0323597,-0.035680156
1733,book:Natural_Capitalism,cluster1,1.5441115,-0.17207235
1734,book:My_Inventions:_The_Autobiography_of_Nikola_Tesla,cluster3,-0.5240955,-0.37656334
1735,book:Arguably,cluster0,0.48585486,-0.59763026
1736,book:Martha_in_the_Mirror,cluster5,-0.5381332,0.39589766
1737,book:Big_Nate:_Flips_Out,cluster3,-1.0066862,-0.38049272
1738,book:Conan_the_Swordsman,cluster0,0.753846,-0.5260247
1739,book:The_Prime_Ministers,cluster1,1.9905908,-0.339943
1740,book:I_Put_a_Spell_on_You_(book),cluster5,-0.56870055,0.3650398
1741,book:Over_the_Rainbow_(novel),cluster2,0.80243635,0.9390851
1742,book:Exile's_Gate,cluster3,-1.2053546,-0.322075
1743,book:General_Secretary_Xi_Jinping_important_speech_series,cluster1,1.4193753,-0.1672258
1744,book:The_Farthest_Shore,cluster0,0.28378528,-0.5023779
1745,book:In_the_Hand_of_the_Goddess,cluster0,0.5178915,0.049662296
1746,book:The_Road_to_Little_Dribbling,cluster2,1.0871602,0.9076585
1747,book:The_Humble_Administrator's_Garden,cluster4,-0.43121976,0.8880622
1748,book:The_Novel,cluster3,-1.0652605,0.0746263
1749,book:Progress:_Ten_Reasons_to_Look_Forward_to_the_Future,cluster1,0.9993428,0.28424925
1750,book:Freedomnomics,cluster0,0.3811574,-0.32832077
1751,book:Idoru,cluster0,0.4600221,-0.19064821
1752,book:Good-Bye_to_All_That,cluster4,-0.8220374,1.1241093
1753,book:Potshot_(novel),cluster0,0.3719244,-0.14991337
1754,book:Citizenville,cluster3,-0.46886173,-0.7040711
1755,book:The_Thin_Executioner,cluster2,0.6555893,0.53728706
1756,book:Thick_as_Thieves_(Turner_novel),cluster3,-1.1059983,-0.1110682
1757,"book:The_Prize:_The_Epic_Quest_for_Oil,_Money,_and_Power",cluster0,0.40108415,-0.45553613
1758,book:Schild's_Ladder,cluster0,0.54997975,0.020362284
1759,book:Treatise_on_the_Gods,cluster3,-0.75741524,-0.21184306
1760,book:The_Ship_of_the_Dead,cluster0,0.20639098,-0.43291456
1761,book:Only_Revolutions,cluster3,-1.0478473,-0.006233999
1762,book:The_Power_that_Preserves,cluster3,-1.0372359,-0.15873815
1763,book:The_European_Dream,cluster0,0.38297164,-0.18095988
1764,book:Things:_A_Story_of_the_Sixties,cluster5,0.024638556,0.16923235
1765,book:Tom_Clancy's_Net_Force_Explorers:_Runaways,cluster0,0.24324411,-0.4261864
1766,book:Babel_(book),cluster0,0.48227718,-0.65477395
1767,book:A_Fatal_Grace,cluster5,-0.88660467,0.41179484
1768,book:Postsingular,cluster3,-1.1136446,0.12401744
1769,book:Whip_Hand,cluster2,0.9605397,0.9306041
1770,book:Pyjamas_Are_Forgiving,cluster1,1.1486402,0.3322766
1771,book:Syrup_(novel),cluster1,0.81938297,-0.16277213
1772,book:Amazon_Watershed,cluster2,1.411683,1.1815574
1773,book:The_Naked_God,cluster4,-0.8253494,0.69318724
1774,book:The_Terracotta_Dog,cluster3,-1.2825804,0.28633285
1775,book:1634:_The_Galileo_Affair,cluster0,0.38784403,-0.29694095
1776,book:Radio_Free_Albemuth,cluster3,-1.3605633,-0.27489352
1777,book:Rikki-Tikki-Tavi_(picture_book),cluster3,-0.45181024,-0.17465933
1778,book:The_Secret_History_of_Las_Vegas,cluster1,0.74548316,0.07991343
1779,book:The_Last_Testament_of_Oscar_Wilde,cluster2,0.903623,0.869629
